koi_period,koi_duration,koi_depth,koi_model_snr,koi_prad,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_impact,koi_steff,koi_slogg,koi_srad,koi_period_err1,koi_depth_err1,koi_duration_err1,label
2.5903958,2.088,330.9,18.3,2.55,1.0,0,0,0,0,0.725,5678.0,4.215,1.303,0.0001653,20.6,0.105,transit
5.3235335,2.714,342.4,14.6,2.69,0.999,0,0,0,0,0.804,5678.0,4.215,1.303,0.0005815,26.3,0.176,transit
0.831741499,2.297,1231.1,110.9,41.62,0.0,0,0,1,0,1.298,6343.0,4.408,1.14,5.76e-07,13.6,0.0301,blend
4.44737112,19.45,224.4,93.0,2.06,0.0,1,0,1,1,0.978,5472.0,4.382,0.981,3.358e-05,3.0,2.3,blend
12.893018017,3.30029,16033.0,453.0,62.52,0.0,0,1,0,0,1.241,6387.0,4.178,1.408,5.268e-06,42.6,0.00976,eclipsing_binary
4.532416322,3.2864,34953.0,175.6,62.25,0.0,0,1,0,0,1.183,6306.0,4.283,1.281,5.761e-06,235.0,0.0246,eclipsing_binary
1.160153553,2.16452,12302.0,552.8,60.47,0.813,0,0,0,0,1.258,6200.0,4.161,1.382,1.57e-07,27.0,0.00573,candidate
4.032760214,2.7194,10803.0,150.9,378.61,0.0,0,1,1,1,1.224,4969.0,2.899,9.433,1.924e-06,93.1,0.0186,eclipsing_binary
6.714247798,3.3304,32213.0,145.9,14.78,0.0,0,1,0,0,0.557,5159.0,4.508,0.8,8.395e-06,235.0,0.056,eclipsing_binary
2.21396079,3.452,119.4,9.6,0.87,0.0,0,0,1,1,0.143,4922.0,4.505,0.823,2.323e-05,19.3,0.627,blend
11.35501209,14.557,19675.0,221.4,8.0,0.0,0,1,0,0,0.473,4594.0,4.679,0.567,2.156e-05,103.0,0.132,eclipsing_binary
1.195515251,5.0834,8054.4,309.1,49.33,0.0,0,1,1,1,1.281,6040.0,4.271,1.155,5.73e-07,32.6,0.0249,eclipsing_binary
2.60720833,2.6452,3149.7,185.3,7.31,1.0,0,0,0,0,0.644,6366.0,4.352,1.236,1.819e-05,21.2,0.0608,candidate
5.80184753,3.9551,22143.0,118.1,14.0,1.0,0,0,0,0,0.478,5687.0,4.426,0.921,1.059e-05,191.0,0.0707,candidate
2.38404983,3.2849,312730.0,195.3,66.14,0.0,0,1,0,0,0.611,5780.0,4.438,1.0,2.454e-06,2035.0,0.0227,eclipsing_binary
5.24078259,5.238,592.6,58.1,24.73,0.0,0,1,1,0,1.223,6192.0,4.503,0.917,1.424e-05,11.9,0.108,eclipsing_binary
5.26641416,2.4404,223.8,37.8,2.62,0.0,0,1,1,1,0.774,6338.0,4.087,1.602,1.418e-05,7.2,0.0784,eclipsing_binary
1.847892736,1.8904,323.3,53.3,1.51,1.0,0,0,0,0,0.036,5763.0,4.557,0.842,2.457e-06,7.3,0.0359,transit
0.604358764,1.0423,38731.0,236.8,23.28,0.955,0,0,0,0,1.197,3569.0,4.82,0.427,1.494e-06,212.0,0.0116,candidate
11.3775281,12.918,1651.3,38.2,82.26,0.0,1,0,0,0,1.415,6943.0,4.162,1.66,0.0001111,49.3,0.34,false_positive
0.7981968,2.22035,257620.0,453.9,62.38,0.0,1,0,0,0,0.67,5780.0,4.438,1.0,2.39e-07,684.0,0.00748,false_positive
0.695954898,1.469,318.1,8.5,2.58,0.0,0,0,1,0,0.103,6737.0,4.243,1.425,6.16e-06,47.6,0.279,blend
0.948951607,4.3809,458460.0,437.1,115.31,0.0,0,1,0,0,0.959,5780.0,4.438,1.0,6.24e-07,1667.0,0.0406,eclipsing_binary
19.37070781,2.2466,653.2,38.4,108.54,0.0,0,1,0,0,1.2,5321.0,3.416,4.335,3.592e-05,20.9,0.0813,eclipsing_binary
14.46993942,7.455,1235.3,41.9,85.84,0.0,0,1,1,1,1.027,4735.0,2.715,9.043,8.973e-05,34.8,0.205,eclipsing_binary
1.278555003,1.4247,1478.0,93.8,5.19,0.0,0,1,0,0,0.979,5636.0,4.557,0.827,7.72e-07,21.4,0.0397,eclipsing_binary
1.226223959,2.1689,56.1,18.9,1.0,1.0,0,0,0,0,0.005,5855.0,4.148,1.34,4.434e-06,3.6,0.0874,transit
2.244600029,1.9204,8611.0,42.6,27.47,0.0,0,1,0,0,1.185,5256.0,4.502,0.802,3.383e-06,244.0,0.0647,eclipsing_binary
181.8521773,5.7725,27559.0,293.8,46.38,0.0,0,1,0,0,1.189,6063.0,4.476,1.012,0.0001049,114.0,0.0278,eclipsing_binary
223.1127475,8.9683,11539.0,224.5,46.33,0.0,0,1,0,0,1.266,6211.0,4.389,1.056,0.0002903,61.4,0.0509,eclipsing_binary
15.64064161,6.4524,273310.0,206.3,77.18,0.0,0,1,0,0,0.522,6517.0,4.279,1.374,2.65e-05,2745.0,0.0365,eclipsing_binary
6.8873113,2.214,85.3,8.1,0.72,0.999,0,0,0,0,0.489,5208.0,4.563,0.772,8.943e-05,12.1,0.282,candidate
43.8496474,2.217,452.3,8.3,21.42,0.113,1,0,0,0,0.02,4893.0,2.644,10.363,0.0005295,67.4,0.33,false_positive
0.752158047,2.42733,37879.0,510.0,106.66,0.0,0,1,0,0,1.157,5770.0,3.844,2.221,2.31e-07,59.4,0.006,eclipsing_binary
3.796488133,11.0659,3007.6,193.4,40.83,0.0,0,1,1,1,1.306,6137.0,4.46,1.018,7.908e-06,18.2,0.0704,eclipsing_binary
17.7476059,5.066,877.0,7.6,146.63,0.0,0,1,0,0,1.25,8992.0,3.535,4.832,0.0003751,146.0,0.916,eclipsing_binary
1.233076007,12.506,1392.4,129.3,31.39,0.0,0,0,1,0,1.312,5602.0,4.571,0.817,2.489e-06,55.2,0.83,blend
19.4444573,5.509,182.3,7.1,1.53,0.002,1,0,0,0,0.634,6278.0,4.425,1.081,0.0007355,32.1,0.654,false_positive
1.1910489,1.3738,1391.1,46.1,22.76,0.0,0,1,0,0,1.257,5089.0,4.58,0.693,1.188e-06,36.8,0.0476,eclipsing_binary
0.546248198,2.1081,114530.0,263.1,54.23,0.0,0,1,0,0,0.946,5780.0,4.438,1.0,2.5e-07,551.0,0.0232,eclipsing_binary
2.18565886,1.966,35.6,11.1,0.44,0.691,0,0,0,0,0.394,4997.0,4.598,0.746,1.714e-05,3.9,0.218,candidate
1.811966339,3.792,408.1,36.3,95.19,0.998,0,0,0,0,1.24,5904.0,3.602,3.348,5.659e-06,13.1,0.127,candidate
66.1539783,5.896,6951.0,57.7,9.69,0.0,0,1,0,0,0.873,6077.0,4.471,0.999,0.0004483,157.0,0.163,eclipsing_binary
158.3226379,2.1881,4863.0,34.5,25.41,0.0,0,1,0,0,1.323,4340.0,4.67,0.572,0.0003002,170.0,0.0847,eclipsing_binary
3.93276627,2.9403,234.9,30.7,1.5,1.0,0,0,0,0,0.37,5688.0,4.415,0.971,1.18e-05,8.4,0.0847,transit
198.680859,8.282,645.4,16.6,2.79,0.998,0,0,0,0,0.746,5330.0,4.366,1.013,0.002424,40.7,0.258,transit
1.592634161,8.9488,155160.0,1207.6,100.2,0.0,0,1,0,0,0.877,6574.0,4.061,1.768,7.01e-07,158.0,0.0126,eclipsing_binary
3.31577795,4.2349,94567.0,124.6,27.77,0.009,0,1,0,0,0.633,5528.0,4.516,0.849,1.292e-05,1158.0,0.0588,eclipsing_binary
2.990252395,7.8462,216440.0,541.7,89.85,0.0,0,1,0,0,1.117,5780.0,4.438,1.0,2.332e-06,523.0,0.0338,eclipsing_binary
2.08043378,7.708,6861.2,289.1,510.48,0.0,0,1,1,1,5.106,6377.0,4.399,1.119,1.521e-06,28.4,0.0307,eclipsing_binary
4.944046127,4.50334,112500.0,537.2,54.29,0.0,0,1,0,0,0.964,5780.0,4.438,1.0,2.712e-06,228.0,0.00952,eclipsing_binary
4.464565251,4.0221,74112.0,286.4,43.21,0.0,0,1,0,0,1.046,5743.0,4.553,0.853,3.168e-06,301.0,0.0143,eclipsing_binary
1.523298835,5.9083,195070.0,174.4,38.95,0.0,0,1,0,0,0.41,5311.0,4.469,0.866,5.079e-06,1573.0,0.084,eclipsing_binary
3.539631353,1.5372,1229.7,163.5,39.34,0.0,0,1,0,0,1.091,7021.0,3.759,2.629,1.19e-06,7.3,0.0138,eclipsing_binary
6.195861785,2.6078,3509.8,83.5,215.89,0.0,0,1,1,0,3.38,5608.0,4.573,0.813,6.905e-06,49.5,0.0381,eclipsing_binary
0.566805514,4.367,85.3,25.1,0.82,0.0,1,0,1,1,0.027,5115.0,4.439,0.917,4.746e-06,6.2,0.371,blend
27.961084,3.8741,6268.2,106.0,21.5,0.0,0,1,0,0,1.02,6770.0,4.249,1.361,0.0003978,70.1,0.0431,eclipsing_binary
186.5168116,3.1968,5752.4,126.9,37.5,0.0,0,1,0,0,0.972,5018.0,3.639,2.99,0.0001585,58.3,0.0454,eclipsing_binary
197.1455327,2.1145,5664.0,56.8,72.16,0.521,0,0,0,0,1.251,7214.0,4.093,1.935,0.0003018,121.0,0.054,candidate
0.532087933,3.45028,510370.0,1069.5,74.83,0.0,1,0,0,0,0.279,5780.0,4.438,1.0,6.6e-08,763.0,0.00615,false_positive
3.204222652,2.7952,898.4,45.5,23.55,0.0,0,1,1,0,1.258,5139.0,4.609,0.741,6.329e-06,23.8,0.0803,eclipsing_binary
0.687898282,3.96401,293500.0,1571.6,55.58,0.0,1,0,0,0,0.337,5780.0,4.438,1.0,1.03e-07,298.0,0.00562,false_positive
2.178154774,3.5302,662.6,89.2,19.46,0.0,0,1,1,1,1.223,5515.0,4.624,0.712,2.707e-06,8.9,0.0518,eclipsing_binary
0.99466172,1.576,1370.5,21.5,31.84,0.0,0,1,1,0,1.244,5750.0,4.332,1.021,2.535e-06,81.8,0.118,eclipsing_binary
359.00688,32.16,2015.8,35.3,28.57,0.0,1,0,1,1,1.263,5715.0,4.537,0.834,0.0177,76.9,1.3,blend
1.138548215,2.1482,66.2,31.5,1.45,0.997,0,0,0,0,0.545,6520.0,4.01,1.713,2.701e-06,2.5,0.0616,transit
121.0598037,3.112,1563.0,16.6,1680.99,0.0,0,1,1,0,1.2,3942.0,1.101,60.688,0.000776,113.0,0.243,eclipsing_binary
0.721335207,1.509,31.8,12.0,0.54,0.0,0,0,1,0,0.103,6328.0,4.489,0.948,3.43e-06,3.3,0.133,blend
3.28274272,8.9,292.8,68.2,1.85,0.0,1,0,1,0,0.967,5741.0,4.533,0.82,1.313e-05,5.3,0.178,blend
1.231361934,5.433,471.0,94.7,2.93,0.0,0,1,1,1,0.972,6095.0,4.378,1.016,2.19e-06,9.6,0.128,eclipsing_binary
89.7224125,10.963,263.7,25.6,2.21,0.977,0,0,0,0,0.742,6429.0,4.241,1.262,0.0007862,10.8,0.212,transit
7.12766417,2.491,229.2,16.0,1.21,0.989,0,0,0,0,0.125,5159.0,4.548,0.821,3.986e-05,16.6,0.138,candidate
2.080431782,7.4997,894200.0,1585.2,345.7,0.0,0,1,0,0,0.771,8344.0,4.04,2.115,3.98e-07,756.0,0.0104,eclipsing_binary
3.52364689,3.439,74.2,8.5,0.94,0.974,0,0,0,0,0.004,6269.0,4.412,1.085,4.354e-05,10.3,0.31,candidate
1.157804607,4.66082,605710.0,1837.9,118.11,0.0,1,0,0,0,0.26,6510.0,4.219,1.425,1.54e-07,369.0,0.00363,false_positive
19.979098,10.5638,38418.0,449.1,22.98,0.0,0,1,0,0,0.576,5907.0,4.296,1.126,2.758e-05,104.0,0.0387,eclipsing_binary
1.433262401,6.2205,428560.0,599.8,136.47,0.0,0,1,0,0,0.382,7311.0,4.013,1.959,6.32e-07,1342.0,0.015,eclipsing_binary
23.8706941,3.4812,6386.3,114.8,49.6,0.0,0,1,0,0,1.293,6022.0,4.308,1.166,0.0003386,66.8,0.037,eclipsing_binary
4.78850084,2.099,66.5,7.2,0.63,0.863,0,0,0,0,0.343,5208.0,4.563,0.772,6.031e-05,10.7,0.302,candidate
0.566769068,3.011,40.0,14.9,1.06,0.0,1,0,1,1,0.773,5496.0,3.998,1.533,6.334e-06,4.3,0.369,blend
6.2820426,7.941,1413.0,103.3,23.76,0.0,1,0,0,0,0.989,6635.0,3.511,3.798,1.39e-05,17.8,0.128,false_positive
0.97430309,2.1088,34976.0,224.0,37.62,0.0,0,1,0,0,1.169,5688.0,4.583,0.786,3.44e-07,192.0,0.0149,eclipsing_binary
141.73403059,1.5851,7736.4,157.4,10.3,0.0,0,1,0,0,0.912,5606.0,4.478,0.918,5.011e-05,76.6,0.0321,eclipsing_binary
119.686505,29.33,842.7,27.1,23.0,0.0,1,0,1,1,1.221,5715.0,4.537,0.834,0.003636,35.1,1.4,blend
53.556625,16.18,3963.0,22.1,26.31,0.0,1,0,0,0,0.879,7643.0,3.639,3.618,0.001233,234.0,1.2,false_positive
1.210693626,1.434,159.1,41.6,0.99,1.0,0,0,0,0,0.597,5014.0,4.559,0.756,1.592e-06,4.7,0.0388,candidate
1.090011003,1.5,174.8,12.6,1.04,0.998,0,0,0,0,0.531,5081.0,4.596,0.77,5.822e-06,18.3,0.16,candidate
18.2572722,3.434,157.5,17.3,0.94,0.999,0,0,0,0,0.412,5014.0,4.559,0.756,0.0001081,9.6,0.142,candidate
34.2115022,4.947,273.8,20.7,1.15,0.998,0,0,0,0,0.034,4955.0,4.61,0.721,0.0003004,14.3,0.199,transit
7.061149921,3.33515,131260.0,631.5,43.71,0.0,0,1,0,0,0.912,5585.0,4.564,0.798,2.177e-06,245.0,0.00602,eclipsing_binary
2.682767439,4.58143,394410.0,508.4,70.67,0.0,0,1,0,0,0.509,5780.0,4.438,1.0,1.203e-06,848.0,0.00961,eclipsing_binary
3.711012492,3.3394,7559.8,257.4,46.24,0.0,0,1,1,1,1.272,6141.0,4.365,1.117,1.301e-06,35.4,0.0149,eclipsing_binary
1.780982447,3.4297,357700.0,324.0,60.45,0.0,0,1,1,0,0.002,5780.0,4.438,1.0,1.053e-06,1380.0,0.0114,eclipsing_binary
1.815632406,3.35773,61574.0,1413.9,108.78,0.0,0,1,0,0,1.04,9954.0,4.07,2.408,1.05e-06,52.6,0.00347,eclipsing_binary
205.5833309,6.0353,24872.0,216.1,42.69,0.0,0,1,0,0,1.215,6328.0,4.516,0.915,0.000175,136.0,0.0454,eclipsing_binary
4.309067482,2.21,23647.0,82.0,101.41,0.0,0,1,0,0,1.993,4897.0,4.526,0.789,7.901e-06,346.0,0.0361,eclipsing_binary
36.4721523,2.673,52.6,7.7,0.7,0.0,0,0,1,1,0.738,5853.0,4.529,0.895,0.000868,9.5,0.618,blend
111.0396205,25.751,9356.2,201.9,8.6,0.0,0,1,1,0,0.851,5470.0,4.509,0.777,0.0003737,56.7,0.177,eclipsing_binary
3.187087241,7.2897,129090.0,197.0,928.96,0.001,0,1,0,0,0.665,4599.0,2.137,23.673,8.296e-06,1153.0,0.0656,eclipsing_binary
1.023470248,2.3804,129530.0,262.2,100.39,0.0,0,1,0,0,1.409,5780.0,4.438,1.0,5.63e-07,612.0,0.0203,eclipsing_binary
5.55260695,4.1178,727.6,60.7,2674.69,0.0,0,1,0,0,1.174,3306.0,0.273,116.965,1.197e-05,14.1,0.083,eclipsing_binary
2.347479696,26.25,81996.0,261.1,60.5,0.0,1,0,0,1,1.051,5891.0,4.305,1.138,4.82e-06,478.0,2.3,false_positive
1.13353095,3.17,18.5,11.1,0.49,0.0,0,1,0,1,0.117,6318.0,4.36,1.121,1.495e-05,1.9,0.276,eclipsing_binary
0.890745373,1.9215,120030.0,239.6,36.92,0.005,0,1,0,0,0.599,5780.0,4.438,1.0,4.47e-07,891.0,0.0206,eclipsing_binary
440.7843755,21.693,2579.0,181.0,7.23,0.0,0,1,0,0,0.424,6340.0,4.163,1.393,0.0009208,16.1,0.13,transit
2.723858181,1.4313,5497.0,23.8,7.13,0.0,0,1,0,0,0.913,4416.0,4.57,0.733,5.62e-06,293.0,0.0782,eclipsing_binary
0.635441862,1.9827,147610.0,317.1,56.3,0.0,1,0,0,0,0.872,5780.0,4.438,1.0,2.59e-07,584.0,0.0101,false_positive
3.255189932,2.7117,119.2,38.3,1.39,0.0,0,1,1,0,0.447,5807.0,4.23,1.256,8.622e-06,3.7,0.0808,eclipsing_binary
2.531140101,20.399,11786.0,304.2,32.12,0.0,0,1,1,1,1.249,5325.0,4.607,0.75,5.524e-06,53.2,0.222,eclipsing_binary
0.938750221,1.3568,280.7,47.4,1.46,1.0,0,0,0,0,0.013,5497.0,4.527,0.886,1.155e-06,6.9,0.0318,transit
2.992704682,1.2585,361.1,39.9,7.86,0.0,0,1,1,0,0.647,5908.0,3.497,3.915,4.057e-06,11.4,0.0394,eclipsing_binary
6.12810722,2.824,2336.0,17.5,39.52,0.0,0,1,0,0,1.159,7245.0,4.158,1.667,3.127e-05,161.0,0.206,eclipsing_binary
2.115511511,8.5116,25805.0,153.3,36.16,0.0,0,1,1,1,1.278,4188.0,4.615,0.661,3.391e-06,184.0,0.059,eclipsing_binary
2.446736567,5.0201,415860.0,1037.3,71.52,0.0,0,1,0,0,0.477,5780.0,4.438,1.0,6.85e-07,480.0,0.00611,eclipsing_binary
21.3779536,24.872,255240.0,101.9,173.18,0.0,0,1,0,0,0.0,4905.0,3.3,3.484,0.0003158,3067.0,0.241,eclipsing_binary
4.350460215,2.5276,50424.0,247.2,533.08,0.0,0,1,0,0,4.203,6585.0,4.208,1.416,2.979e-06,241.0,0.0125,eclipsing_binary
22.77194512,10.1995,30246.0,208.6,251.93,0.0,0,1,1,1,1.263,5073.0,3.02,4.61,3.166e-05,168.0,0.0595,eclipsing_binary
67.844689,11.757,211.2,18.9,2.65,0.808,0,0,0,0,0.368,5878.0,4.005,1.812,0.001005,12.1,0.401,transit
27.3214242,4.836,279.6,14.9,3.61,1.0,0,0,0,0,0.983,5592.0,4.115,1.451,0.0002665,17.7,0.275,transit
9.84883968,5.7425,22012.0,236.6,63.42,0.0,1,0,0,0,1.25,6938.0,4.281,1.31,3.732e-05,114.0,0.0377,false_positive
227.6625222,5.5072,13895.0,227.5,44.24,0.0,0,1,0,0,1.25,6124.0,4.414,1.007,0.0001812,73.2,0.0332,eclipsing_binary
1.06100873,2.6715,6367.1,174.9,9.14,0.0,0,1,1,1,0.882,5080.0,4.417,0.947,5.48e-07,52.8,0.0314,eclipsing_binary
0.623393802,1.40392,30192.0,867.8,28.21,0.0,0,1,0,0,1.137,4330.0,4.628,0.639,4.1e-08,43.6,0.00278,eclipsing_binary
0.65355361,1.63,4595.9,217.4,22.95,0.761,0,0,0,0,1.226,4550.0,4.622,0.66,1.65e-07,26.7,0.0124,transit
2.3702932,1.666,224.8,7.0,1.29,1.0,0,0,0,0,0.003,5668.0,4.545,0.868,3.066e-05,40.3,0.292,transit
1.873380717,10.1083,538720.0,1513.7,89.79,0.0,0,1,0,0,0.27,5992.0,4.283,1.171,5.21e-07,750.0,0.0113,eclipsing_binary
1.87337894,9.1328,5444.0,223.1,51.11,0.0,0,1,1,1,0.883,4740.0,2.9,5.721,2.121e-06,30.4,0.0663,eclipsing_binary
7.50023955,2.916,273.2,29.0,21.06,0.0,0,1,1,0,1.194,5849.0,4.517,0.919,2.03e-05,11.2,0.119,eclipsing_binary
0.716709897,0.7466,932.5,47.6,66.73,0.0,1,0,0,0,1.182,5173.0,3.471,2.742,4.48e-07,24.1,0.0465,false_positive
2.248063246,5.1297,631.7,87.9,30.38,0.0,0,1,1,1,1.225,6325.0,4.409,1.112,4.217e-06,8.4,0.0709,eclipsing_binary
63.3278636,47.0744,11515.0,619.6,54.17,0.0,1,0,0,0,0.003,4919.0,2.979,5.198,0.0001175,20.8,0.0466,false_positive
219.3215562,12.4124,3628.7,93.8,6.11,1.0,0,0,0,0,0.244,6063.0,4.476,1.012,0.0008517,41.2,0.0964,transit
245.4382021,14.502,11312.0,844.7,19.17,0.0,0,1,0,0,1.001,5637.0,4.383,0.99,0.0001253,19.8,0.037,eclipsing_binary
178.4129899,2.9298,37510.0,535.1,33.24,0.0,0,1,0,0,0.936,6078.0,4.346,1.148,3.096e-05,100.0,0.0124,eclipsing_binary
2.192004364,3.075,99583.0,298.7,37.56,0.0,0,1,0,0,1.003,5306.0,4.642,0.687,1.463e-06,418.0,0.0149,eclipsing_binary
3.900109346,3.9037,126190.0,448.0,40.37,0.0,0,1,0,0,0.733,5791.0,4.424,0.969,2.063e-06,451.0,0.0167,eclipsing_binary
1.471060209,4.3708,148440.0,563.0,165.15,0.0,0,1,0,0,0.895,8749.0,3.806,2.911,1.295e-06,310.0,0.0111,eclipsing_binary
213.3990406,6.5043,13930.0,370.9,35.2,0.0,0,1,0,0,0.981,6960.0,4.069,1.83,0.0001087,52.7,0.034,eclipsing_binary
6.40802979,2.9288,7784.1,108.2,51.44,0.0,0,1,0,0,1.287,6261.0,4.293,1.194,7.809e-05,85.8,0.034,eclipsing_binary
0.962835804,4.9844,14328.0,209.2,458.02,0.0,1,0,0,1,0.836,3982.0,1.464,32.244,6.77e-07,94.8,0.0455,false_positive
4.639602084,3.4636,25079.0,131.0,19.96,0.022,0,1,0,0,0.634,6078.0,4.223,1.194,7.06e-06,216.0,0.0579,eclipsing_binary
2.991885335,7.4319,1356.9,160.2,3.94,0.0,0,1,1,1,0.95,5750.0,4.464,0.839,4.23e-06,12.4,0.0769,eclipsing_binary
1.327471395,5.2334,5673.8,218.7,7.08,0.0,0,1,1,0,0.897,5232.0,4.519,0.777,1.014e-06,42.8,0.0469,eclipsing_binary
0.566792595,2.637,19.9,9.4,0.5,0.0,0,0,1,1,0.068,6277.0,4.322,1.121,9.9e-06,2.7,0.513,blend
1.247156944,2.6779,134760.0,92.4,26042.9,0.0,0,1,0,0,25.224,4770.0,2.605,9.67,2.408e-06,1743.0,0.0369,eclipsing_binary
288.3128666,5.419,11181.0,96.8,13.21,0.99,0,0,0,0,0.525,5672.0,4.252,1.22,0.0005073,131.0,0.109,candidate
2.119100054,8.2163,1651.1,195.7,34.34,0.0,0,1,1,1,1.247,6292.0,4.426,1.078,2.796e-06,11.3,0.0829,eclipsing_binary
1.466535757,0.8222,1346.4,86.1,4.28,0.0,0,1,0,0,0.824,5888.0,4.387,1.02,7.16e-07,29.4,0.0348,eclipsing_binary
1.49131759,4.721,25.8,10.3,1.26,0.0,0,0,1,0,0.467,6014.0,3.782,2.429,2.416e-05,3.0,0.435,blend
19.57783279,1.9857,432.6,37.2,1.96,1.0,0,0,0,0,0.694,5620.0,4.533,0.884,3.696e-05,13.5,0.048,candidate
3.04476607,9.568,272.6,67.0,15.7,0.0,0,1,1,1,1.159,5627.0,4.568,0.818,1.383e-05,4.9,0.188,eclipsing_binary
70.9672087,6.9623,784.7,69.3,2.84,0.982,0,0,0,0,0.545,5818.0,4.464,0.986,0.0001847,12.3,0.0704,transit
4.45543346,5.116,245680.0,508.6,51.69,0.0,0,1,0,0,0.469,5780.0,4.438,1.0,1.896e-06,698.0,0.013,eclipsing_binary
14.323889947,4.83729,69072.0,834.3,45.93,0.0,0,1,1,0,1.073,5853.0,4.529,0.895,5.415e-06,96.4,0.00711,eclipsing_binary
106.18732,10.29,266.1,8.6,231.85,0.805,0,0,0,0,0.027,3287.0,0.114,152.969,0.03174,32.7,2.6,candidate
105.6552651,9.39,1366.9,42.3,4.22,1.0,0,0,0,0,0.371,5741.0,4.331,1.136,0.0006245,33.5,0.137,transit
4.029803201,4.4301,191070.0,352.3,47.58,0.0,0,1,0,0,0.17,6024.0,4.385,1.078,2.907e-06,650.0,0.0203,eclipsing_binary
1.303858554,4.36797,126640.0,904.0,73.29,0.0,0,1,0,0,0.928,6282.0,4.207,1.343,3.88e-07,168.0,0.00679,eclipsing_binary
9.74765878,2.62,102.0,11.6,0.78,0.981,0,0,0,0,0.658,5176.0,4.612,0.738,9.882e-05,11.5,0.312,candidate
3.18899015,2.722,66.2,18.4,0.98,1.0,0,0,0,0,0.526,5700.0,4.327,1.176,1.97e-05,4.1,0.151,transit
309.89103,16.4,321.3,10.7,2.15,0.475,0,0,0,0,0.569,6450.0,4.386,1.155,0.0163,36.9,1.5,candidate
1.570518376,3.2035,2213.2,76.7,450.76,0.0,0,1,0,0,1.295,5314.0,2.782,11.82,1.851e-06,34.2,0.0536,eclipsing_binary
115.9943364,2.4136,37571.0,102.4,13.66,0.0,0,1,0,0,0.028,4530.0,4.566,0.735,0.0001142,458.0,0.0389,eclipsing_binary
14.5417471,5.6067,1088.6,71.2,163.25,0.0,0,1,1,1,1.214,5032.0,3.042,5.922,3.829e-05,17.9,0.0953,eclipsing_binary
2.81753381,2.1551,3836.0,39.3,52.91,0.0,0,1,0,0,1.373,6313.0,4.325,1.098,7.721e-05,118.0,0.0743,eclipsing_binary
56.6993107,7.0706,5824.7,76.3,539.16,0.0,0,1,1,0,1.264,4727.0,2.497,13.547,0.0001186,91.8,0.0978,eclipsing_binary
161.252247,23.467,2185.9,84.1,4.49,0.0,1,0,1,1,0.892,5555.0,4.502,0.811,0.001629,31.1,0.446,blend
0.867719291,6.323,2651.8,157.1,37.79,0.0,1,0,1,1,1.27,6220.0,4.398,1.056,9.78e-07,23.0,0.142,blend
1.803697292,1.5922,69.7,25.8,1.0,0.0,1,0,0,0,0.405,6438.0,4.33,1.166,4.002e-06,3.3,0.0501,false_positive
1.219324537,4.7501,379060.0,241.0,60.62,0.0,0,1,0,0,0.489,5455.0,4.458,0.897,1.414e-06,1684.0,0.0269,eclipsing_binary
2.401751509,2.0835,25044.0,83.1,268.75,0.0,0,1,0,0,5.25,4577.0,4.688,0.557,2.251e-06,360.0,0.0346,eclipsing_binary
36.97709537,5.2063,217140.0,204.9,59.66,0.0,0,1,0,0,0.75,5780.0,4.438,1.0,4.26e-05,1317.0,0.0231,eclipsing_binary
16.371883638,3.44467,65927.0,639.8,70.73,0.0,0,1,0,0,1.066,5642.0,4.114,1.415,5.175e-06,127.0,0.00654,eclipsing_binary
2.617284592,9.5545,231450.0,1215.2,162.67,0.0,0,1,0,0,0.743,5510.0,3.641,2.649,1.018e-06,232.0,0.0102,eclipsing_binary
10.14873521,5.603,116120.0,250.9,71.11,0.0,0,1,0,0,0.965,6366.0,4.239,1.296,1.271e-05,530.0,0.0311,eclipsing_binary
2.897436854,3.2833,289810.0,274.2,64.69,0.0,0,1,0,0,0.642,5780.0,4.438,1.0,1.092e-06,1236.0,0.00956,eclipsing_binary
5.546083089,2.717,2211.0,56.4,22.27,0.0,0,1,0,0,0.902,7358.0,3.538,4.037,8.258e-06,45.5,0.11,transit
6.87366398,7.0845,9766.9,143.2,12.01,0.0,1,0,1,0,0.958,5662.0,4.575,0.805,1.068e-05,77.4,0.062,blend
0.668483494,2.4129,722770.0,334.3,138.76,0.0,0,1,0,0,0.773,5780.0,4.438,1.0,2.88e-07,3395.0,0.0232,eclipsing_binary
1.070272827,4.2844,9886.5,284.0,28.73,0.086,0,0,1,0,1.269,4628.0,4.651,0.653,4.94e-07,40.5,0.0196,blend
0.977170246,3.4842,151.1,94.5,5.08,0.0,0,1,1,0,0.646,5596.0,3.48,3.938,1.53e-06,2.0,0.0572,eclipsing_binary
1.135930136,4.5036,27247.0,551.7,52.05,0.0,0,1,0,0,1.282,6247.0,4.489,0.954,3.23e-07,58.1,0.0109,eclipsing_binary
1.801863222,7.2492,262580.0,463.4,145.36,0.0,1,0,0,0,0.681,7479.0,3.919,2.324,7.95e-07,703.0,0.0259,false_positive
54.77145968,37.1871,7224.8,751.1,34.32,0.006,0,1,0,0,0.637,5145.0,3.466,3.866,6.895e-05,11.2,0.0787,eclipsing_binary
1.674690886,2.0179,527.4,118.6,29.78,0.0,0,1,1,0,1.212,6397.0,4.331,1.157,8.9e-07,5.3,0.0236,eclipsing_binary
