koi_period,koi_duration,koi_depth,koi_model_snr,koi_prad,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_impact,koi_steff,koi_slogg,koi_srad,koi_period_err1,koi_depth_err1,koi_duration_err1,label
35.01190875,2.868,436.7,34.0,2.97,0.999,0,0,0,0,0.927,5872.0,4.332,1.153,9.531e-05,14.5,0.0684,candidate
16.57099265,2.9052,644.9,40.9,2.03,1.0,0,0,0,0,0.55,5483.0,4.589,0.779,4.023e-05,16.9,0.0575,transit
16.00496657,6.5047,377.5,49.8,3.71,1.0,0,0,0,0,0.013,6384.0,4.029,1.904,5.331e-05,9.0,0.0847,transit
1.954525966,2.0944,392.8,43.1,2.38,1.0,0,0,0,0,0.673,5741.0,4.331,1.136,3.283e-06,10.2,0.0457,transit
7.23400381,2.165,453.3,34.3,1.78,1.0,0,0,0,0,0.032,5411.0,4.523,0.85,1.603e-05,15.7,0.0587,transit
6.77408984,2.6215,520.3,33.6,2.5,1.0,0,0,0,0,0.026,6246.0,4.433,1.092,1.776e-05,18.3,0.0634,transit
20.172024672,3.1488,5368.1,226.8,6.24,1.0,0,0,0,0,0.334,5064.0,4.474,0.864,9.335e-06,26.2,0.0248,transit
26.41044199,3.0715,991.1,31.2,2.45,1.0,0,0,0,0,0.674,5448.0,4.613,0.734,7.741e-05,36.5,0.084,transit
8.27745764,2.713,197.2,17.3,2.46,1.0,0,0,0,0,0.261,5129.0,3.884,1.781,4.611e-05,13.4,0.138,candidate
14.37504582,3.208,251.1,15.7,2.05,1.0,0,0,0,0,0.927,5931.0,4.403,1.053,8.684e-05,18.4,0.151,transit
6.31219171,4.9377,403.7,35.6,2.17,1.0,0,0,0,0,0.018,6322.0,4.426,1.075,2.202e-05,13.3,0.0922,candidate
147.97391,6.854,1267.1,26.4,3.33,0.997,0,0,0,0,0.034,5578.0,4.44,0.95,0.00116,53.5,0.168,candidate
13.24503482,4.4078,156.1,35.7,1.77,0.975,0,0,0,0,0.498,5636.0,4.147,1.39,4.677e-05,5.0,0.0831,transit
77.2550726,10.214,589.5,44.0,3.7,0.937,0,0,0,0,0.837,6564.0,4.255,1.356,0.0003913,15.2,0.161,transit
3.85690686,2.0808,127.8,24.3,0.93,0.9,0,0,0,0,0.466,5272.0,4.574,0.813,1.118e-05,6.2,0.0742,transit
116.3311739,7.025,1586.3,31.5,3.26,1.0,0,0,0,0,0.032,5354.0,4.533,0.835,0.000611,54.1,0.143,transit
6.31943553,3.3422,581.1,61.0,2.71,1.0,0,0,0,0,0.775,5670.0,4.397,1.022,1.289e-05,10.3,0.0457,transit
12.20951755,4.1808,538.1,45.5,2.61,1.0,0,0,0,0,0.779,5670.0,4.397,1.022,3.932e-05,12.5,0.0768,transit
3.07644709,2.6326,216.7,29.3,1.61,1.0,0,0,0,0,0.708,5670.0,4.397,1.022,1.038e-05,8.1,0.0693,candidate
2.11913005,4.141,28.7,21.5,1.35,0.999,0,0,0,0,0.67,5799.0,3.813,2.377,2.116e-05,1.6,0.261,candidate
68.958447,3.128,123.3,30.0,1.11,0.999,0,0,0,0,0.821,5455.0,4.497,0.888,0.0002345,4.8,0.0869,transit
18.79591276,7.5235,2431.4,282.3,7.39,1.0,0,0,0,0,0.695,6163.0,4.185,1.406,1.231e-05,10.0,0.044,transit
63.0380366,7.3702,658.7,53.1,2.59,0.986,0,0,0,0,0.021,5798.0,4.411,1.019,0.0002293,14.2,0.0855,candidate
9.69315023,5.6725,141.8,45.1,1.89,1.0,0,0,0,0,0.734,5683.0,4.108,1.472,2.759e-05,3.3,0.067,transit
8.48031229,7.105,351.1,37.3,2.58,0.0,0,0,1,1,0.951,5910.0,4.364,1.078,3.933e-05,10.3,0.218,blend
56.1886436,6.5272,346.2,35.6,2.56,0.999,0,0,0,0,0.873,5700.0,4.327,1.176,0.0002642,10.0,0.0894,transit
6.92101452,4.3591,529.7,39.9,1.48,1.0,0,0,0,0,0.771,4461.0,4.661,0.585,2.22e-05,15.0,0.0801,transit
3.27344784,1.7292,262.5,34.0,0.81,1.0,0,0,0,0,0.44,3758.0,4.769,0.496,6.177e-06,9.1,0.0495,transit
15.3789014,4.662,185.1,17.6,2.94,0.999,0,0,0,0,0.359,5817.0,3.877,2.153,0.0001383,12.0,0.228,transit
134.4785189,5.9288,4033.5,149.9,10.52,0.999,0,0,0,0,0.924,5791.0,4.185,1.336,0.0001705,46.0,0.0565,candidate
5.007414194,1.3584,4413.9,196.6,8.8,0.999,0,0,0,0,0.926,5957.0,4.417,1.042,1.164e-06,28.3,0.0168,candidate
24.68662378,15.168,8052.3,210.9,48.04,0.0,0,1,0,0,0.643,4648.0,2.996,5.132,4.704e-05,44.2,0.146,eclipsing_binary
98.7179332,6.593,7320.0,124.4,6.99,1.0,0,0,0,0,0.588,5808.0,4.583,0.786,0.0001461,70.5,0.109,transit
71.52543938,5.9189,5904.3,111.3,5.76,0.933,0,0,0,0,0.066,4855.0,4.542,0.778,9.47e-05,59.5,0.0564,transit
17.50441726,4.2585,725.4,47.5,3.56,1.0,0,0,0,0,0.006,5815.0,4.16,1.329,4.694e-05,17.1,0.0648,candidate
1.72086129,2.0243,10184.0,1654.9,13.25,1.0,0,1,0,0,0.725,5742.0,4.297,1.215,7.1e-08,8.1,0.00533,transit
56.4349933,4.7381,580.0,47.7,2.37,0.359,0,0,0,0,0.019,5534.0,4.381,1.001,0.0001488,14.0,0.0712,transit
33.7888028,5.496,649.2,36.0,2.71,1.0,0,0,0,0,0.078,6202.0,4.436,1.062,0.0001466,20.6,0.102,candidate
3.215109385,4.365,158.0,53.3,1.54,1.0,0,0,0,0,0.954,5541.0,4.472,0.934,7.879e-06,3.4,0.112,candidate
3.29276797,4.8069,80.7,40.8,1.39,0.998,0,0,0,0,0.663,5683.0,4.108,1.472,1.192e-05,2.2,0.0819,transit
13.72710334,7.3419,199.2,62.5,2.38,0.999,0,0,0,0,0.025,5951.0,4.017,1.693,4.068e-05,3.4,0.0741,transit
24.3110031,8.7682,184.4,48.9,2.3,0.998,0,0,0,0,0.146,5951.0,4.017,1.693,0.0001036,4.0,0.0967,transit
9.34145925,6.18,81.7,29.4,1.56,0.996,0,0,0,0,0.455,5951.0,4.017,1.693,4.43e-05,3.0,0.114,transit
4.97760447,2.5719,287.3,27.5,1.75,1.0,0,0,0,0,0.474,5353.0,4.358,1.023,1.694e-05,11.6,0.079,transit
21.1285655,3.852,176.7,12.5,2.88,0.974,0,0,0,0,0.36,5817.0,3.877,2.153,0.0001997,15.5,0.226,transit
24.4851178,4.642,263.8,10.9,7.14,0.0,0,1,0,0,0.987,6655.0,3.638,2.995,0.0003407,25.4,0.279,eclipsing_binary
7.51854537,2.845,286.7,19.4,1.42,0.992,0,0,0,0,0.13,5064.0,4.474,0.864,4.933e-05,17.2,0.146,transit
86.7490807,9.179,547.1,35.7,2.23,0.936,0,0,0,0,0.003,5579.0,4.419,0.97,0.0005499,17.3,0.135,candidate
25.96190067,6.2732,350.3,37.5,3.25,0.879,0,0,0,0,0.02,6369.0,4.088,1.729,9.616e-05,10.5,0.0941,transit
130.3543929,6.474,5128.7,103.7,7.7,0.999,0,0,0,0,0.675,5970.0,4.463,1.015,0.0002139,59.7,0.143,transit
1.855557556,2.35672,10570.0,1853.8,10.05,1.0,0,1,0,0,0.554,5657.0,4.441,0.947,7.9e-08,7.1,0.0061,transit
3.261759866,1.7593,3876.1,190.4,8.01,1.0,0,0,0,0,0.949,6131.0,4.497,0.945,1.167e-06,32.2,0.0301,candidate
3.364425589,1.3261,4843.0,32.0,56.83,0.003,0,1,0,0,1.597,5813.0,4.589,0.775,4.881e-06,194.0,0.0714,eclipsing_binary
16.78175788,3.7386,908.0,118.8,2.25,1.0,0,0,0,0,0.502,4925.0,4.588,0.742,1.639e-05,8.6,0.0353,transit
105.3035093,6.214,1362.2,40.6,3.18,1.0,0,0,0,0,0.027,5534.0,4.515,0.875,0.0004305,39.0,0.121,transit
2.549562652,1.6999,495.1,43.7,1.11,1.0,0,0,0,0,0.047,3716.0,4.74,0.506,3.743e-06,12.9,0.0386,transit
13.96950181,1.5871,1110.0,37.0,2.04,1.0,0,0,0,0,0.901,3716.0,4.74,0.506,2.153e-05,34.6,0.0469,transit
5.21230171,2.098,430.0,29.3,1.04,1.0,0,0,0,0,0.187,3716.0,4.74,0.506,1.309e-05,16.2,0.0639,transit
17.76076524,1.6679,1287.2,42.6,1.93,1.0,0,0,0,0,0.627,3826.0,4.744,0.516,2.697e-05,36.0,0.0446,transit
10.55840479,3.366,194.2,14.6,1.41,0.982,0,0,0,0,0.31,5353.0,4.358,1.023,8.566e-05,14.3,0.18,transit
20.92735802,3.4256,8091.0,263.5,17.36,0.0,0,1,0,0,0.991,6126.0,4.358,1.109,8.378e-06,40.2,0.0245,eclipsing_binary
6.98800953,3.103,193.2,17.1,1.39,0.967,0,0,0,0,0.024,5353.0,4.358,1.023,4.507e-05,12.2,0.156,transit
105.3582299,3.81,1210.2,22.6,1.87,0.738,0,0,0,0,0.75,3883.0,4.762,0.496,0.000525,56.1,0.137,transit
22.8245144,6.617,322.7,15.9,3.36,0.944,0,0,0,0,0.279,6642.0,4.057,1.846,0.000235,22.4,0.3,transit
49.1011093,6.341,845.6,39.7,3.28,0.999,0,0,0,0,0.52,5393.0,4.299,1.11,0.0002094,24.3,0.11,transit
7.05675145,2.0261,130.0,25.2,1.68,0.989,0,0,0,0,0.631,6388.0,4.244,1.402,2.052e-05,6.0,0.0744,transit
34.8536903,5.333,767.7,27.0,2.4,0.996,0,0,0,0,0.493,5818.0,4.554,0.848,0.0001884,31.1,0.136,transit
2.41434868,1.2701,191.0,30.0,0.97,1.0,0,0,0,0,0.221,4507.0,4.573,0.724,4.231e-06,7.8,0.0488,transit
2.466070972,1.9559,704.5,42.6,24.3,0.998,0,0,0,0,1.223,5708.0,4.529,0.884,3.827e-06,20.1,0.0639,candidate
4.30656389,4.1107,257.0,39.8,1.95,1.0,0,0,0,0,0.894,6108.0,4.466,1.03,1.364e-05,7.5,0.0509,transit
12.964717746,1.8303,3732.9,183.3,39.93,0.0,0,1,0,0,1.282,6210.0,4.45,1.033,4.189e-06,24.7,0.0144,eclipsing_binary
1.731079436,1.8419,11974.0,36.2,56.05,0.46,0,1,0,0,1.404,6045.0,4.494,0.955,2.942e-06,408.0,0.0727,eclipsing_binary
7.794302043,1.1081,3387.4,159.2,16.51,1.0,0,0,0,0,1.06,5494.0,4.405,0.982,1.963e-06,28.3,0.0148,transit
14.5324483,3.13,1355.9,16.5,3.11,1.0,0,0,0,0,0.001,5345.0,4.473,0.86,9.627e-05,95.2,0.171,transit
5.248667607,1.917,601.2,59.5,2.84,1.0,0,0,0,0,0.847,5807.0,4.437,1.012,6.064e-06,11.9,0.0297,transit
7.96431492,1.5342,746.0,44.3,2.44,1.0,0,0,0,0,0.189,5185.0,4.44,0.91,1.037e-05,20.4,0.0384,transit
92.7297248,6.83,1257.5,43.3,2.81,0.998,0,0,0,0,0.857,4580.0,4.641,0.675,0.000398,31.9,0.153,candidate
1.485710994,2.2874,20824.0,1176.6,14.48,1.0,0,1,0,0,0.105,5624.0,4.432,1.018,9.5e-08,21.1,0.00174,transit
30.5231459,2.7286,2212.3,38.7,11.26,1.0,0,0,0,0,1.06,5518.0,4.585,0.79,6.607e-05,67.8,0.0888,candidate
71.3116598,8.813,2138.0,43.4,4.94,0.989,0,0,0,0,0.035,6194.0,4.445,1.069,0.0004867,52.0,0.136,transit
28.78270955,3.451,864.5,40.1,2.11,1.0,0,0,0,0,0.002,4774.0,4.58,0.745,9.174e-05,25.7,0.108,candidate
15.44428875,2.0791,3596.2,44.9,37.58,0.0,0,1,0,0,1.275,5895.0,4.489,0.991,2.571e-05,93.0,0.0607,eclipsing_binary
1.411230023,1.4325,388.2,89.3,1.71,0.972,0,0,0,0,0.851,4575.0,4.564,0.737,8.3e-07,5.1,0.0166,transit
96.9151707,6.065,862.8,53.4,2.37,1.0,0,0,0,0,0.541,5162.0,4.559,0.791,0.0002916,18.7,0.0805,transit
13.47472742,2.5995,729.6,25.3,1.96,1.0,0,0,0,0,0.025,5395.0,4.615,0.734,4.462e-05,33.8,0.0845,transit
2.29503515,1.654,172.1,11.6,1.18,1.0,0,0,0,0,0.16,5637.0,4.482,0.909,1.29e-05,18.5,0.151,transit
27.495634,4.858,483.3,24.7,2.11,1.0,0,0,0,0,0.664,5657.0,4.401,0.911,0.0001485,20.5,0.137,transit
14.08826442,4.1847,889.4,34.2,2.66,1.0,0,0,0,0,0.133,5853.0,4.529,0.895,5.244e-05,29.8,0.096,transit
3.905081685,2.8213,21340.0,1315.8,12.78,0.999,0,0,0,0,0.131,5543.0,4.54,0.887,3.52e-07,17.9,0.00486,transit
110.9643706,12.831,1283.2,42.1,2.11,0.996,0,0,0,0,0.729,4441.0,4.695,0.546,0.0008471,34.1,0.242,transit
6.94135824,1.8899,825.0,43.1,2.96,1.0,0,0,0,0,0.871,5527.0,4.491,0.88,1.09e-05,22.0,0.0363,transit
17.276296682,3.94738,10458.0,871.4,7.31,0.99,0,0,0,0,0.085,4941.0,4.599,0.738,2.394e-06,13.9,0.0042,transit
31.7821117,3.856,570.2,21.6,2.08,1.0,0,0,0,0,0.17,5527.0,4.491,0.88,0.0001769,28.4,0.13,transit
4.36273233,2.2375,341.6,25.6,1.76,1.0,0,0,0,0,0.732,5527.0,4.491,0.88,1.298e-05,15.0,0.0767,transit
18.6848377,3.7965,1251.5,41.2,1.93,1.0,0,0,0,0,0.405,4156.0,4.712,0.545,5.269e-05,32.0,0.0859,transit
7.41634701,2.1362,505.5,20.6,1.24,1.0,0,0,0,0,0.476,4156.0,4.712,0.545,2.752e-05,27.4,0.0864,transit
9.91724268,3.2241,457.9,38.8,2.85,1.0,0,0,0,0,0.786,5539.0,4.244,1.207,2.375e-05,12.6,0.0698,transit
82.5341188,4.8556,1895.4,40.1,2.45,0.854,0,0,0,0,0.033,4316.0,4.678,0.58,0.0002822,53.1,0.0891,transit
20.16037858,4.13,343.6,35.1,1.75,1.0,0,0,0,0,0.941,4975.0,4.614,0.724,6.695e-05,11.2,0.109,transit
10.99470891,1.5929,884.7,32.7,1.71,1.0,0,0,0,0,0.265,4302.0,4.661,0.586,1.916e-05,30.9,0.0497,transit
124.03589939,4.8472,7690.0,190.1,11.13,0.998,0,0,0,0,0.075,5822.0,4.244,1.28,9.126e-05,47.1,0.0278,candidate
1.194812329,1.3777,189.5,41.2,1.36,0.0,0,0,1,0,0.404,6198.0,4.475,0.97,1.866e-06,5.7,0.0628,blend
10.84969477,3.474,1122.1,43.5,2.67,1.0,0,0,0,0,0.55,5251.0,4.592,0.778,2.777e-05,27.5,0.0673,candidate
12.18420006,2.5014,499.3,23.3,2.59,1.0,0,0,0,0,0.746,5771.0,4.374,1.068,4.127e-05,22.5,0.0863,candidate
3.76417012,2.0111,558.4,27.2,1.7,1.0,0,0,0,0,0.287,5063.0,4.617,0.728,1.149e-05,24.0,0.0705,transit
5.92972237,2.518,412.1,8.9,1.92,1.0,0,0,0,0,0.048,5741.0,4.492,0.956,6.985e-05,56.3,0.294,transit
12.2476121,3.209,402.7,6.8,1.9,1.0,0,0,0,0,0.116,5741.0,4.492,0.956,0.0002309,69.0,0.465,transit
13.59051547,3.784,621.9,27.7,2.4,0.999,0,0,0,0,0.232,5442.0,4.409,0.974,5.634e-05,24.9,0.104,candidate
46.8776724,10.041,539.8,37.5,2.62,0.99,0,0,0,0,0.834,5504.0,4.418,0.993,0.0003107,16.3,0.166,transit
89.1935737,4.0104,868.3,43.5,3.81,0.972,0,0,0,0,0.015,6071.0,4.239,1.295,0.0002301,23.2,0.072,candidate
13.09390911,2.2805,398.7,62.2,2.2,0.371,0,0,0,0,0.86,5772.0,4.487,0.956,1.61e-05,7.0,0.0267,transit
4.915385452,2.7757,225.5,65.6,1.46,0.404,0,0,0,0,0.484,5772.0,4.487,0.956,7.485e-06,4.0,0.0372,transit
87.455958,18.257,1604.9,118.9,70.11,0.0,1,0,0,0,1.262,7700.0,4.018,2.111,0.0003853,16.1,0.196,false_positive
0.805259257,1.42246,1384.3,329.7,63.55,0.0,0,1,0,0,1.245,5872.0,3.926,2.022,1.2e-07,5.2,0.00696,eclipsing_binary
9.76785911,2.1649,585.4,54.1,2.54,1.0,0,0,0,0,0.916,5371.0,4.513,0.852,1.383e-05,12.7,0.0612,transit
40.80957343,3.158,436.1,39.3,3.44,1.0,0,0,0,0,0.949,6183.0,4.301,1.3,9.427e-05,12.5,0.127,candidate
22.08551599,2.1727,3157.4,48.5,3.34,1.0,0,0,0,0,0.656,3828.0,4.712,0.565,4.197e-05,75.4,0.0504,transit
1.151166776,1.0907,578.4,83.7,1.28,1.0,0,0,0,0,0.029,3951.0,4.73,0.535,6.05e-07,8.4,0.0142,transit
4.693305543,5.17249,14523.0,1765.2,17.85,0.269,0,1,0,0,0.23,6365.0,4.22,1.47,3.84e-07,10.7,0.00775,eclipsing_binary
3.246732048,3.0535,6998.2,775.0,12.4,1.0,0,0,0,0,0.475,5763.0,4.15,1.457,3.94e-07,11.7,0.0194,transit
8.3606759,6.287,194.8,17.7,1.49,0.0,0,0,1,1,0.259,5771.0,4.374,1.068,8.106e-05,13.4,0.268,blend
62.1385979,4.2938,886.3,36.1,5.14,0.992,0,0,0,0,0.699,5123.0,3.992,1.621,0.0002087,26.1,0.0907,transit
8.29482811,2.7437,559.5,38.1,2.76,1.0,0,0,0,0,0.932,5773.0,4.478,0.939,2.179e-05,16.3,0.0778,candidate
26.635216,5.949,1492.8,30.6,27.64,0.0,0,1,1,0,1.242,5215.0,4.455,0.882,0.0001595,56.9,0.229,eclipsing_binary
17.84850835,5.8919,391.2,43.5,3.29,1.0,0,0,0,0,0.849,6188.0,4.152,1.465,6.499e-05,9.5,0.087,transit
26.1363443,6.613,362.2,38.1,2.8,0.998,0,0,0,0,0.187,6188.0,4.152,1.465,0.0001142,9.9,0.108,transit
11.1895709,5.3,143.3,19.9,1.81,0.996,0,0,0,0,0.541,6188.0,4.152,1.465,8.676e-05,7.6,0.161,transit
2.757977384,2.1489,211.0,22.5,1.69,1.0,0,0,0,0,0.875,5919.0,4.435,1.0,9.28e-06,11.1,0.0853,transit
18.692860599,3.88584,51256.0,1281.9,14.81,0.0,0,1,0,0,0.116,5190.0,4.66,0.66,1.747e-06,48.0,0.00636,eclipsing_binary
14.80075082,5.762,501.4,54.0,17.38,1.0,0,0,0,0,0.367,6327.0,3.092,7.663,4.039e-05,10.6,0.0741,transit
3.126861192,1.1926,794.6,94.6,5.12,1.0,0,0,0,0,0.603,4854.0,3.939,1.749,1.692e-06,10.4,0.0198,transit
87.24250316,4.1206,17860.0,335.2,15.86,0.0,0,1,0,0,0.884,5671.0,4.501,0.955,5.307e-05,75.5,0.0272,eclipsing_binary
10.240611361,0.9617,2958.0,72.0,3.9,1.0,0,0,0,0,0.786,5227.0,4.623,0.64,5.615e-06,53.8,0.0241,candidate
16.87725775,3.7917,818.4,43.1,2.54,1.0,0,0,0,0,0.516,5497.0,4.512,0.872,4.134e-05,21.6,0.0667,transit
12.05705659,2.3462,523.9,20.8,1.96,1.0,0,0,0,0,0.548,5365.0,4.537,0.834,4.719e-05,29.6,0.0989,transit
28.26727385,4.5839,1160.2,42.1,2.93,1.0,0,0,0,0,0.01,5132.0,4.457,0.886,9.64e-05,31.5,0.0874,transit
3.770590654,2.029,314.4,37.1,2.13,1.0,0,0,0,0,0.24,5714.0,4.274,1.208,7.986e-06,10.1,0.0554,transit
2.7073064,3.4378,69.5,31.7,1.36,0.999,0,0,0,0,0.007,6045.0,4.069,1.629,8.96e-06,2.5,0.0761,transit
23.11707222,3.9948,2407.5,61.2,4.37,0.011,1,0,0,0,0.807,5275.0,4.505,0.796,4.917e-05,43.2,0.0856,false_positive
4.77502117,1.7087,451.4,16.7,1.73,0.989,0,0,0,0,0.518,5275.0,4.505,0.796,1.784e-05,31.9,0.0882,candidate
66.4159789,7.061,2053.2,33.6,3.44,0.894,0,0,0,0,0.371,5383.0,4.603,0.759,0.0003626,67.3,0.133,transit
8.0103929,4.2713,294.1,34.6,1.88,0.997,0,0,0,0,0.045,5616.0,4.327,1.111,2.795e-05,9.1,0.0816,transit
5.69590202,3.5661,4921.1,391.2,6.61,1.0,0,0,0,0,0.049,6106.0,4.497,0.94,1.593e-06,15.0,0.0106,candidate
27.6666375,6.315,324.0,24.4,2.04,0.967,0,0,0,0,0.519,5616.0,4.327,1.111,0.0002049,13.7,0.167,transit
5.19559398,3.748,116.0,16.0,1.18,1.0,0,0,0,0,0.054,5616.0,4.327,1.111,5.284e-05,8.1,0.188,transit
57.2488518,6.083,1455.6,29.8,3.19,0.998,0,0,0,0,0.022,5642.0,4.542,0.846,0.000324,51.9,0.134,transit
37.0551726,5.439,1028.8,23.2,3.19,1.0,0,0,0,0,0.884,5642.0,4.542,0.846,0.0002608,47.5,0.16,transit
16.33269981,2.174,300.4,17.5,1.61,1.0,0,0,0,0,0.893,5208.0,4.563,0.772,7.767e-05,19.3,0.114,transit
10.05550267,2.951,147.7,13.6,0.92,1.0,0,0,0,0,0.061,5208.0,4.563,0.772,8.709e-05,12.1,0.201,transit
9.30413878,1.9254,637.3,24.2,1.67,1.0,0,0,0,0,0.488,4458.0,4.611,0.658,2.541e-05,31.1,0.0716,transit
4.33722007,2.4973,358.5,47.9,1.63,1.0,0,0,0,0,0.053,5390.0,4.499,0.876,7.588e-06,8.0,0.0427,transit
1.653889476,1.7242,124.4,22.3,0.97,0.973,0,0,0,0,0.226,5390.0,4.499,0.876,5.107e-06,6.6,0.0811,transit
150.8783198,8.6797,659.9,70.6,4.37,1.0,0,0,0,0,0.022,5504.0,3.999,1.737,0.0005029,10.8,0.0826,candidate
3.553831111,3.1029,191.8,77.4,1.62,1.0,0,0,0,0,0.74,6015.0,4.37,1.081,4.5e-06,2.7,0.0314,transit
1.6783263,2.5123,146.3,76.1,1.57,1.0,0,0,0,0,0.91,6015.0,4.37,1.081,1.924e-06,2.2,0.0221,transit
5.65378163,1.9483,366.8,37.8,1.82,1.0,0,0,0,0,0.439,5988.0,4.507,0.934,1.105e-05,11.4,0.0489,transit
5.99185827,1.7215,186.3,32.1,2.75,1.0,0,0,0,0,0.905,6157.0,4.049,1.695,1.095e-05,6.9,0.0462,transit
120.0183551,11.637,886.0,46.1,4.54,0.978,0,0,0,0,0.58,6469.0,4.253,1.467,0.0006493,21.6,0.159,transit
14.30517579,4.535,863.4,37.5,3.05,1.0,0,0,0,0,0.924,5741.0,4.555,0.846,4.815e-05,24.6,0.152,transit
9.18189122,4.343,363.6,18.2,2.17,0.976,0,0,0,0,0.971,5741.0,4.555,0.846,6.36e-05,22.6,0.239,candidate
2.64622742,1.407,155.5,8.4,0.99,0.992,0,0,0,0,0.478,5167.0,4.555,0.787,2.06e-05,26.1,0.252,candidate
2.935362067,1.5043,1052.6,38.0,3.15,1.0,0,0,0,0,0.86,4922.0,4.505,0.823,5.061e-06,32.2,0.0388,candidate
13.53953595,4.389,134.2,21.8,2.32,0.999,0,0,0,0,0.219,6109.0,3.985,1.997,8.81e-05,7.2,0.176,transit
22.7082375,3.503,298.8,22.0,1.72,1.0,0,0,0,0,0.032,6170.0,4.472,0.992,0.0001019,15.8,0.119,transit
7.97033985,2.6675,490.8,23.5,1.81,0.996,0,0,0,0,0.107,5774.0,4.567,0.818,3.502e-05,23.8,0.0988,transit
5.33459393,2.642,226.3,14.7,0.79,0.0,0,0,1,0,0.158,4275.0,4.704,0.533,3.536e-05,18.2,0.163,blend
8.49640437,2.2128,834.0,21.8,2.14,1.0,0,0,0,0,0.628,5093.0,4.586,0.709,2.908e-05,44.5,0.0959,transit
66.1843646,5.155,560.5,21.3,2.72,0.998,0,0,0,0,0.877,5640.0,4.447,0.978,0.0004536,30.0,0.149,transit
2.032318856,1.1596,287.5,20.4,1.12,1.0,0,0,0,0,0.009,4670.0,4.635,0.682,4.589e-06,18.4,0.0625,transit
3.62275506,2.7868,180.6,22.3,1.62,0.997,0,0,0,0,0.007,5794.0,4.282,1.216,1.499e-05,9.2,0.098,candidate
2.892216772,1.3596,360.5,23.9,1.31,0.998,0,0,0,0,0.806,4229.0,4.655,0.615,7.009e-06,18.3,0.0686,transit
187.746606,5.885,1583.0,20.2,2.95,0.996,0,0,0,0,0.015,5303.0,4.55,0.753,0.00146,90.1,0.179,transit
2.543063763,2.8473,152.0,26.5,1.26,0.999,0,0,0,0,0.215,5579.0,4.389,1.029,9.212e-06,6.4,0.092,transit
3.177414601,1.5262,1134.3,113.7,2.65,1.0,0,0,0,0,0.786,5303.0,4.63,0.708,1.587e-06,12.1,0.0254,transit
2.168451063,1.458,466.9,45.5,2.41,1.0,0,0,0,0,0.207,6153.0,4.382,1.109,2.811e-06,12.3,0.0366,transit
37.8154157,4.662,286.4,22.4,1.21,0.999,0,0,0,0,0.533,4856.0,4.624,0.705,0.0002667,14.2,0.162,transit
53.5783052,5.194,224.9,15.4,1.16,0.0,0,0,1,0,0.769,4856.0,4.624,0.705,0.0004684,15.8,0.2,transit
6.69332825,2.311,781.8,23.4,2.44,0.973,0,0,0,0,0.952,4245.0,4.641,0.637,2.101e-05,38.5,0.103,candidate
33.1362861,4.163,825.2,16.3,2.05,0.993,0,0,0,0,0.791,4245.0,4.641,0.637,0.0002392,54.0,0.18,candidate
7.72513619,2.042,382.2,10.5,1.71,0.993,0,0,0,0,0.954,4245.0,4.641,0.637,5.341e-05,43.4,0.174,candidate
10.71253475,2.7186,1198.6,31.2,2.02,1.0,0,0,0,0,0.72,4175.0,4.715,0.544,3.804e-05,43.0,0.078,transit
32.5635249,5.418,578.3,24.1,2.05,1.0,0,0,0,0,0.371,5225.0,4.505,0.859,0.0002369,26.5,0.169,transit
12.19140405,1.8832,665.8,19.4,2.46,1.0,0,0,0,0,0.091,5516.0,4.399,0.967,4.507e-05,40.7,0.0983,candidate
6.11784972,3.458,60.5,25.8,1.05,1.0,0,0,0,0,0.391,6226.0,4.247,1.333,2.782e-05,2.8,0.112,transit
3.97599629,2.2029,206.0,27.3,1.11,0.997,0,0,0,0,0.331,5143.0,4.561,0.778,1.137e-05,8.7,0.0732,transit
7.68478504,2.447,274.1,21.4,1.47,1.0,0,0,0,0,0.045,5344.0,4.469,0.907,3.077e-05,14.7,0.105,transit
0.990516282,2.019,101.6,20.4,3.52,0.013,0,0,1,0,0.989,5975.0,3.755,2.399,2.976e-06,6.6,0.277,blend
15.0447098,5.823,97.9,23.4,1.51,1.0,0,0,0,0,0.022,5798.0,4.025,1.525,0.0001181,4.9,0.186,transit
29.0726293,2.516,439.6,20.9,2.32,0.056,0,0,1,0,0.682,5799.0,4.37,1.042,0.0001249,24.3,0.11,blend
1.118547814,1.5534,234.8,21.7,0.98,0.999,0,0,0,0,0.221,4496.0,4.65,0.658,3.233e-06,13.0,0.0761,transit
6.42199919,2.6192,161.6,25.4,1.25,1.0,0,0,0,0,0.281,5985.0,4.468,0.981,2.499e-05,7.4,0.0841,transit
9.75374033,2.348,430.8,18.9,1.87,1.0,0,0,0,0,0.295,5806.0,4.528,0.899,4.46e-05,26.9,0.111,candidate
81.3153052,5.807,715.5,20.7,2.55,0.979,0,0,0,0,0.013,5325.0,4.39,0.975,0.0009352,39.6,0.228,transit
51.3283527,9.357,692.3,34.7,3.06,0.998,0,0,0,0,0.582,6119.0,4.353,1.119,0.0003026,22.9,0.156,transit
19.7919389,3.787,383.7,22.8,2.58,1.0,0,0,0,0,0.954,6285.0,4.441,1.039,0.0001144,18.8,0.125,transit
26.8475962,10.068,254.1,39.2,3.2,0.989,0,0,0,0,0.457,5508.0,3.897,1.988,0.0001572,7.1,0.119,transit
