TIC ID,TFOPWG Disposition
441334829,FP
439512298,PC
146841337,PC
136504576,PC
103245940,FP
103183399,PC
36452991,PC
141631253,FP
468977648,FP
386297468,FP
386161311,PC
384034837,PC
383666033,FP
357634632,PC
357202877,PC
356461227,FP
437560683,PC
383949205,PC
383806208,PC
357801293,PC
356200601,PC
122418622,PC
45684223,FP
45296362,PC
45191604,PC
45054849,PC
287721202,PC
454248975,CP
452576848,PC
452464529,PC
449491381,PC
282091492,PC
467955232,PC
465540915,PC
465275307,PC
460686828,PC
401283491,PC
398725538,APC
391645374,PC
390444761,PC
390157607,FP
376209245,PC
376036292,PC
373033374,PC
372596795,PC
371864043,PC
361219651,PC
360706000,PC
357538688,FP
344568128,PC
323966987,PC
316652224,PC
304426002,PC
303867090,FP
302003748,PC
288224503,PC
287584141,PC
269859655,PC
267712001,PC
160522555,PC
67798337,PC
67622702,APC
464711858,PC
464067218,FP
463681005,FP
463590116,PC
463343283,PC
463103749,PC
463070290,PC
462135459,PC
461968320,PC
459157691,APC
458995583,PC
457268255,PC
452049244,PC
452006073,CP
451084885,PC
448744179,PC
447976172,PC
447891218,PC
447593267,PC
443341002,PC
443042089,FP
441444262,PC
439926641,PC
432467894,PC
428699140,CP
405620289,PC
397423462,PC
376740324,FP
374158843,PC
364427226,PC
362607799,PC
347715478,PC
309913305,PC
306255021,PC
274911536,PC
272885406,PC
272645619,PC
270075071,PC
229465678,PC
163262555,PC
163260812,PC
163030461,PC
162620529,PC
157213708,PC
147092818,PC
133129971,PC
132963419,PC
124454726,PC
124453339,PC
124174267,PC
124146529,PC
120723776,FP
104022675,FP
103832313,PC
98662211,PC
94346376,PC
94011343,PC
93093765,PC
80778619,PC
73082014,PC
58461209,PC
57793060,PC
22384839,PC
14715294,PC
61117473,FP
60768923,APC
454918388,PC
160023,PC
454876465,PC
17361,APC
453677947,PC
4711,PC
453396346,PC
2876,PC
448923766,PC
448775221,PC
448688668,PC
448098793,PC
418471796,PC
395514100,PC
270347814,PC
48661942,PC
394900138,PC
394443982,PC
387791274,PC
384244834,PC
361176558,PC
360816296,PC
360816293,FP
359572563,PC
323980895,PC
296670796,PC
195256633,PC
36607746,PC
467484304,PC
466318137,FP
465176038,PC
457272901,APC
457110913,APC
456962262,PC
451254008,PC
449549170,FP
440872576,PC
438777551,PC
433546897,PC
425316308,PC
419946164,FP
419858461,FP
412371819,PC
411796826,PC
410554986,PC
403911354,PC
400712525,PC
399058051,PC
398502253,PC
398466662,PC
392112968,FP
391510223,PC
389999924,FP
383410746,PC
381996371,PC
378227267,PC
372960748,PC
372596796,FP
372448111,PC
370385007,PC
366248595,PC
363661031,PC
363632843,PC
245027119,PC
363202582,PC
361998994,FP
344745774,PC
342375120,PC
336613507,PC
334757798,PC
333511802,PC
332880327,PC
331297805,PC
331160996,PC
121625070,PC
330885564,PC
330014070,PC
329921262,PC
329691586,PC
329609449,PC
326662822,PC
322862882,FP
321802774,PC
320994166,PC
319949055,PC
319806044,PC
318668441,PC
323002911,PC
316236118,PC
314013231,APC
312508092,PC
307888842,PC
306547699,FP
309436531,FP
305739565,CP
305492348,PC
304950588,FP
303883880,FP
303686889,PC
297668572,PC
297457992,PC
401952328,PC
295233473,PC
294385899,PC
294365631,PC
290263093,PC
289445553,PC
280857321,PC
269439355,PC
265633507,APC
260776145,PC
243641947,CP
242460075,FP
242389810,PC
241752370,PC
241569046,PC
241514551,PC
241326434,PC
209923610,PC
209707800,PC
208091447,PC
203476998,PC
179715231,PC
167597352,PC
165667705,PC
159262969,PC
125424836,PC
121194926,PC
112037211,PC
112037203,FP
107506563,PC
83395136,PC
322901324,PC
76505260,FP
369789627,PC
68523365,PC
370138999,PC
358070912,CP
280096473,PC
469821652,PC
468055102,PC
466167563,PC
451566438,PC
410372968,PC
410358456,PC
410314178,PC
407922734,PC
406236094,PC
388280249,PC
372443687,PC
360822008,PC
325275736,PC
320327056,PC
319568619,PC
304130406,PC
179987678,PC
290302491,PC
254142310,PC
219924802,APC
201660996,PC
166220082,PC
114181798,PC
113648563,PC
113117112,PC
79920467,PC
31786438,PC
31697707,FP
464593883,PC
464481762,PC
464445045,PC
464280516,PC
456574511,PC
456560485,PC
451538240,PC
407772585,PC
390723664,PC
384299730,PC
384016413,PC
383299778,APC
381982417,PC
381789320,PC
380775661,PC
369861731,FP
369861728,PC
365554300,APC
365021641,PC
364072092,PC
337274055,FP
332314607,PC
327210623,FP
315398848,PC
312030014,PC
311565540,PC
311292015,PC
310854881,PC
310267134,FP
307320565,PC
306648160,CP
306357884,APC
305512837,FP
304695574,PC
303617735,PC
301455423,PC
292477426,PC
276647494,PC
256158543,PC
255768108,PC
194795551,CP
194179013,FP
193782529,PC
160930264,PC
120033290,PC
119950057,PC
119089245,PC
86419190,PC
86021841,PC
76761591,APC
75919790,PC
75076261,PC
58046864,FP
57093805,PC
21997420,PC
6404965,PC
33840683,PC
391903064,CP
391903064,PC
260367888,PC
382045742,PC
360714300,PC
342343963,APC
440324561,APC
464300749,CP
385858569,PC
220547837,PC
131730580,PC
131250246,PC
186470510,PC
186459119,PC
133655284,PC
118072143,PC
419419534,FP
173824688,PC
56630436,PC
133107143,PC
386456916,PC
437144507,PC
145023816,PC
286099128,KP
144682439,PC
271486001,PC
133849258,PC
132313173,PC
394338713,PC
208030798,FP
393196631,PC
207981861,PC
392995938,PC
161299119,PC
364431259,PC
149022647,PC
363749415,PC
143934343,PC
363083571,PC
126125073,PC
361710792,PC
360475034,PC
360473750,PC
359426909,PC
358938714,APC
357661805,PC
357312511,PC
340228388,PC
335860261,PC
39858507,PC
334080358,PC
324116813,PC
292889298,PC
290504044,PC
454361389,PC
284254253,FP
453289469,FP
282091493,FP
447192619,PC
277538491,PC
407166076,PC
275562670,FP
406861922,PC
274367763,PC
403507814,PC
272983172,PC
402391147,PC
255909950,PC
402219289,PC
254909777,PC
396316939,PC
254629854,FP
395926728,PC
221882319,PC
394672497,PC
394672497,PC
221861843,PC
301160638,APC
394570569,PC
221785300,PC
394492339,PC
208719443,PC
165827520,PC
272167060,PC
448358913,PC
310294189,PC
98957720,APC
459850897,FP
117689799,FP
390988385,PC
102159710,PC
86451883,FP
278968371,FP
244912396,PC
57753734,PC
416368336,APC
40779013,FP
244487927,PC
1870990135,PC
198725468,PC
30254887,PC
123007594,PC
1712954983,PC
417129824,PC
120101789,PC
429036977,PC
106224627,PC
417047499,PC
106224626,FP
373576942,FP
89876424,FP
355748785,PC
67247610,FP
326203952,PC
64214215,APC
316038054,APC
42484503,PC
313408643,PC
27916356,KP
304514922,PC
27844066,FP
294599100,FP
27459498,PC
294594423,PC
17865622,CP
291147951,FP
16187321,FP
275887811,PC
15460993,PC
274641986,PC
13424053,PC
274075364,PC
271167979,FP
269269740,FP
248058363,PC
247283596,PC
247283054,APC
239628993,PC
239585909,PC
233415701,PC
230840853,APC
271042173,FP
195750008,PC
184468386,PC
184295571,PC
172754786,FP
193708920,FP
169461816,KP
193482096,PC
1965256662,FP
169187982,FP
452658846,PC
160390955,CP
436314778,PC
136122328,PC
2010186093,PC
1976308113,FP
407905370,PC
407694390,PC
407658979,PC
405897415,PC
396133015,CP
358186451,FP
316606244,FP
305478010,FP
295413003,FP
290308758,PC
289895191,PC
289100911,PC
287591638,PC
286080865,PC
267373896,PC
265242905,PC
260761464,PC
236638487,APC
190479710,PC
162387333,PC
162289289,PC
162179096,PC
440113053,KP
352690548,PC
267650535,KP
352469839,PC
194461202,PC
343726435,PC
191202679,PC
331146317,PC
13961554,PC
330135981,PC
329373799,PC
315907220,PC
277505161,PC
267867517,FP
267861788,PC
267484653,FP
252549844,PC
233948455,KP
233795794,PC
233831759,FA
173711153,PC
173298412,PC
173176491,PC
65981892,PC
64938667,PC
620780629,PC
435861696,FP
432761635,PC
422881018,PC
414922696,PC
1980725947,PC
398912927,FP
1979500576,FP
238624131,PC
455784423,CP
189380158,KP
429414530,FP
186292194,PC
429218084,PC
80478272,FP
428003305,PC
61205803,KP
370981403,PC
365447203,PC
200917197,PC
192878624,PC
186614891,PC
453230066,FP
445496795,PC
184733148,PC
445407434,PC
149855074,PC
433144048,PC
139559780,PC
139507260,PC
415976665,PC
116848450,PC
410552165,PC
396556650,APC
94609570,APC
77258279,PC
381544766,PC
71854732,FP
374778982,FP
67517533,PC
370123525,PC
65446983,PC
354151219,FP
348437470,PC
65440953,PC
346626688,KP
63717709,PC
467580267,PC
63470437,PC
331854794,PC
312345863,PC
50943163,FP
452964680,PC
308613965,PC
34646336,PC
302470965,PC
458876004,FP
34551972,FP
285354178,PC
311703724,APC
285272237,KP
28961316,PC
264912889,PC
28873762,FP
252118701,PC
13533330,PC
250803548,PC
245509452,CP
241135327,PC
240989628,PC
240959810,PC
240864953,PC
240823272,CP
470822809,PC
203096531,APC
202872757,PC
470783598,APC
266425782,PC
266401846,PC
417676091,PC
266213232,PC
385400633,PC
260962960,PC
367616146,PC
259506033,KP
252430813,PC
366311757,PC
251652214,PC
356322454,PC
174826170,PC
355008856,PC
354442783,FP
171160885,PC
155867025,CP
354293303,PC
155351556,PC
348099535,APC
417942201,PC
150074121,PC
347051112,PC
143687316,PC
346015394,PC
3027681,PC
143642240,PC
339250695,FP
122695048,PC
339207847,PC
116257066,FP
322160664,PC
417844678,PC
115457180,APC
321894059,PC
321436679,FP
105135774,PC
317252733,PC
98620619,PC
96074951,PC
312689217,PC
311441461,PC
87597187,FA
701926762,PC
286696848,FP
87091417,PC
86075481,PC
666567477,PC
284747017,FP
647636934,PC
82622707,PC
284174392,PC
468777766,PC
284173938,PC
81597356,PC
467783290,FP
81593515,PC
281196902,CP
67300566,APC
445751830,CP
280254984,PC
27244707,FP
440186528,APC
275703182,PC
9833284,PC
432114158,PC
275702126,PC
432078760,PC
9830791,FP
274545328,PC
268172361,PC
428251130,PC
8621049,APC
3364732,PC
426319499,PC
266772500,PC
468832904,PC
396813816,APC
339503267,PC
400432230,PC
312991501,PC
289661991,CP
138475192,PC
155873992,PC
95660472,CP
95234976,PC
39077574,FP
9346507,APC
8677530,FA
841226526,PC
801354155,PC
445807396,PC
393853275,PC
356736743,PC
356539624,APC
355953198,PC
330795142,PC
900240532,PC
308073360,CP
307915084,APC
298074043,PC
287231664,PC
252474634,PC
165985431,PC
841226527,FP
165885558,APC
156816238,FP
149918151,KP
149917086,PC
147994863,PC
147890655,PC
143008050,PC
142739544,PC
142635225,PC
142618165,PC
142562395,PC
126325149,PC
125552076,PC
105379013,PC
86273567,PC
416542079,PC
141205978,CP
1001477809,FP
320208949,PC
310994622,PC
165989915,PC
154126149,PC
154105890,PC
153978165,PC
150388393,PC
99330090,FP
55748194,FA
48220826,PC
950525831,PC
459215281,PC
165464482,CP
445837596,PC
154181821,PC
441697509,PC
357373216,PC
288434231,PC
233462817,APC
165723070,PC
165412561,APC
161003569,PC
158617175,PC
158497525,PC
155898758,PC
68074302,PC
23815847,PC
23769326,CP
2016376984,FA
1101909431,FP
1101855081,PC
467265105,PC
456042145,FP
435167167,FP
434171145,PC
434171113,PC
427153307,PC
422554579,PC
422514153,PC
421336001,PC
408094424,APC
388393034,PC
375981105,PC
372207084,PC
371676181,PC
367425982,PC
367333043,FP
366115856,PC
345697569,PC
345329200,PC
343330330,PC
338065029,PC
336824844,PC
336399144,PC
336092760,PC
335489455,FP
334493051,PC
334394274,PC
334385701,PC
321861405,PC
320503729,PC
316453500,PC
314375831,PC
309849817,PC
305550963,FP
279383896,PC
275421144,PC
272785423,PC
272219353,PC
271761420,PC
271439193,FP
270435047,FA
269043098,PC
256867493,PC
252071095,APC
252049912,PC
237221436,PC
237077180,PC
284206913,PC
233654042,PC
156007004,PC
155947004,FP
154293917,CP
116382006,PC
468329664,PC
444523623,FP
312548829,PC
312548415,FP
25773352,PC
20182780,CP
604863428,FP
470911286,FP
452972453,FA
452938965,PC
444413256,FP
420446142,FP
418133917,PC
403347341,PC
403340402,PC
372505528,FP
347210614,APC
347011522,FP
327004130,PC
320281287,PC
284528889,FP
283015592,FP
83148519,PC
83053699,FP
399346877,PC
397924314,PC
395773226,FP
390048041,FA
389910188,PC
379629854,FP
368734712,PC
289264348,PC
280315875,PC
279265701,PC
85791385,PC
85429139,PC
461491274,PC
407313319,PC
407243316,PC
284305328,FP
10974783,FA
10507330,PC
1271152446,PC
470678283,PC
470169396,PC
441730540,PC
428963229,PC
427866520,PC
406634633,PC
393633044,PC
390021939,PC
389968080,PC
387603144,FP
387330895,PC
375654303,PC
372392226,PC
367913453,FP
367287018,FP
366580825,PC
366120401,PC
356786657,PC
345645749,PC
322262448,PC
307956396,FP
298264260,PC
284760740,PC
279769094,PC
279605855,FP
259274960,PC
255865833,PC
237101326,FP
236775063,FP
235684392,FP
233719215,PC
233053554,PC
230388132,PC
229639351,PC
229605891,PC
229508727,PC
224601047,FA
219866209,PC
219485050,PC
193556520,PC
159334269,FP
115270627,PC
648958344,PC
628103717,PC
627323667,PC
57159675,PC
444724127,PC
444558604,PC
428892437,PC
400899926,PC
399444057,FP
328814605,PC
310002617,CP
302381397,PC
289373041,PC
289316336,FP
288242606,PC
284454822,PC
284454822,PC
280035202,PC
274974693,PC
272782321,PC
264295655,PC
264223828,PC
264173803,PC
243297296,PC
243280335,PC
237235093,FP
235902467,PC
233576159,PC
233535738,APC
232632239,PC
232603560,PC
230084146,PC
230075120,FP
230006888,PC
229976631,FA
229786610,PC
229408913,PC
199610140,PC
198616607,FP
198189972,PC
160618074,PC
159438097,PC
156215204,APC
141616639,FP
137420801,PC
123357034,PC
47937361,PC
335655755,PC
468396217,PC
420803693,FP
288471040,FP
420680343,PC
417646390,CP
257060897,CP
408729765,FP
400103802,PC
400093775,PC
371711170,FP
313194972,PC
279947414,CP
138329479,PC
137157546,FP
102719996,PC
406926040,PC
470171739,CP
470156846,PC
467331291,CP
462553953,PC
462553953,PC
461538935,FP
441797394,PC
420114036,PC
420112217,PC
420108587,PC
398371628,PC
389777651,PC
377165123,FP
372758077,PC
372747949,PC
366972162,PC
362223355,PC
359388309,PC
358613376,PC
356822426,PC
130981260,APC
289988797,FP
297148017,PC
426017070,FP
31637479,PC
421951960,PC
394357918,CP
152563846,PC
300579472,PC
176780257,PC
424747720,FP
7422496,PC
65416038,PC
108939482,FP
148667071,PC
141405814,FP
127328218,PC
415143674,PC
128127712,PC
127895118,PC
445582110,PC
393340920,PC
52928939,PC
291465998,PC
286153328,PC
269568703,PC
92744152,PC
82302240,FP
268643535,PC
53365065,PC
118308828,FP
442050698,PC
80783538,APC
341272282,FP
178657161,PC
151920165,CP
146842334,PC
146664561,PC
133331642,PC
290388627,PC
363635669,FP
469811655,PC
466682238,PC
466222485,PC
407146536,FP
387193925,PC
384386061,FP
374348168,PC
343952976,PC
280726137,PC
310105752,APC
294097592,PC
290407621,PC
278821913,PC
278540265,PC
278196907,PC
257520272,PC
255918903,FP
101696403,PC
30499203,PC
325527653,PC
67535663,PC
266843799,FP
307079330,PC
182078202,PC
366443426,KP
366443426,KP
372068780,PC
372068780,PC
44898913,CP
141186075,PC
141186075,PC
144193715,CP
122617317,CP
122617317,CP
251086776,FA
294324819,PC
139148528,PC
7020254,KP
422914082,PC
404518509,CP
404518509,FA
325081244,PC
13883872,PC
143022742,FA
143022742,FA
140687214,PC
77175217,PC
256722647,CP
47617038,FP
178959058,FP
128531633,PC
443658196,FP
253434221,APC
454038613,PC
62301521,FA
354944123,CP
354944123,CP
278988097,PC
38939275,PC
469791892,PC
389371332,FP
350299588,PC
50379036,PC
358253047,PC
237332812,PC
176797879,PC
332715376,PC
260655847,PC
149389419,PC
300011941,FP
273418421,PC
133505138,FP
52307802,PC
238164799,PC
325682877,PC
413343957,PC
297361900,PC
313675203,FP
314724818,FP
278862750,PC
335040423,PC
450649506,PC
401980624,PC
315350812,PC
308191940,PC
343708863,FP
250306572,PC
394918211,CP
97766057,CP
259230140,PC
350575997,PC
369345064,PC
66620917,PC
429791387,PC
341805908,FP
218483943,PC
379723086,FP
214243287,APC
178170828,PC
197807778,PC
350931281,PC
342314656,PC
177254988,PC
177254988,PC
207238953,PC
260189643,PC
382200986,PC
280803800,PC
366484980,KP
35315453,FP
142019343,PC
79605791,PC
208297760,PC
295593712,PC
295593712,PC
352229268,PC
362709886,PC
141412823,FP
263748033,PC
344600402,FP
326386495,PC
106940971,PC
271354351,KP
207339000,PC
233188747,PC
362222177,PC
121660904,KP
158551257,FP
63452790,KP
122596693,KP
420268415,PC
237205154,PC
267545252,PC
164786087,KP
446158352,PC
158167408,PC
158388163,KP
137899948,KP
153937417,PC
138359318,KP
373017346,PC
229581160,PC
243333538,FP
48217457,KP
138644215,KP
27774415,KP
299220166,KP
229671380,PC
230129753,PC
461635621,PC
268604331,KP
48506505,KP
441763252,PC
441763252,PC
75262942,KP
256364928,KP
27318774,KP
63211674,KP
122441491,KP
264508014,KP
159098316,KP
399794420,KP
64531556,FP
233823679,PC
126606859,CP
377873569,KP
239332587,CP
27990610,KP
209752908,KP
272707711,PC
137903329,KP
99224131,KP
193754373,PC
269269546,KP
267572272,KP
268924036,KP
193336820,CP
298297931,PC
263218688,PC
40466976,PC
120826158,CP
120826158,PC
275758701,PC
436166416,PC
305943739,FP
120183168,PC
120183168,PC
406190563,FP
22069559,PC
239372503,FP
167719618,PC
349972412,CP
349972412,CP
150299840,PC
179582003,CP
319610598,PC
333674399,PC
333674399,PC
243014114,KP
436875934,KP
456862677,CP
35022727,KP
26017005,KP
435336785,PC
435339847,KP
21130820,PC
400972123,PC
204650483,CP
383721338,PC
369768787,PC
141770198,PC
107018378,PC
258917846,PC
220414682,PC
271169413,CP
307716123,PC
33716474,PC
349576261,CP
418255064,PC
381897917,PC
307849973,PC
307849973,PC
447088034,PC
137402055,KP
48451130,KP
154940895,PC
362103298,PC
298428237,PC
372759746,PC
138364831,KP
154474036,PC
27769688,KP
219742885,PC
273231214,KP
219854519,CP
103604037,FA
120255950,KP
233529335,PC
416534875,PC
137683938,KP
48031665,PC
164458714,KP
154923406,PC
356868487,FP
122785299,KP
399954349,KP
399954349,KP
158555987,FP
159725995,KP
86951294,PC
29017001,PC
307809773,CP
307809773,CP
232608943,CP
232608943,CP
467651916,CP
437856897,CP
27039476,KP
19155785,FP
68577662,KP
28294709,PC
427740976,PC
1950736,FP
97735908,KP
436652523,APC
258796169,CP
18373995,PC
284326455,KP
171160243,PC
56399553,KP
84339983,KP
58472992,PC
241442273,PC
89702406,FP
404421005,KP
304339227,PC
292202337,PC
313006381,PC
336075472,PC
307958020,CP
91251292,PC
91251292,PC
436873727,CP
270355392,PC
270355392,PC
46698351,PC
286696849,PC
404713783,PC
60646268,PC
147302550,PC
139877968,PC
238854767,PC
99648579,PC
178215634,PC
435259601,PC
441135051,PC
166778944,PC
237358490,PC
299551666,PC
165201455,PC
165202476,CP
422884521,PC
142938659,PC
71401634,FP
404506270,PC
439873430,PC
332911893,PC
118573065,PC
89062142,PC
279095914,PC
219225319,PC
100974694,PC
206717400,PC
283605976,PC
245793479,PC
200321577,PC
153723304,PC
139550876,PC
229210014,PC
160180298,PC
271307949,PC
108940329,PC
112110888,PC
415276070,PC
145163386,PC
452903647,APC
320341952,PC
143724857,PC
334414389,PC
19447218,PC
156990000,PC
354937825,PC
348756659,PC
53047383,PC
186470968,PC
231559817,PC
258051471,PC
143994382,PC
134596619,PC
132534906,FP
262499797,FP
152467154,PC
362370757,PC
310822679,PC
228694725,APC
463754499,PC
133512515,PC
458300989,PC
447054140,PC
144155193,PC
45465399,FP
359735804,PC
458331312,PC
446463666,PC
80681136,PC
72504752,PC
457743020,FP
274911400,PC
309292963,PC
441936163,PC
458199018,PC
6010784,PC
441234277,PC
469333534,PC
463365347,PC
81693792,PC
124235800,PC
376610581,PC
425508314,PC
107017977,PC
358072664,FP
457789844,PC
464388115,PC
463011281,PC
385459345,PC
447585233,PC
356835341,PC
272211398,PC
303327435,PC
303814029,PC
219769290,PC
72401290,PC
440937096,PC
454069765,KP
317362389,PC
60859922,PC
155419920,PC
132611413,PC
411943564,PC
219181903,PC
307099276,PC
399847887,PC
454828937,PC
376421071,PC
448820344,PC
359403471,PC
307221757,PC
296850254,PC
148772620,PC
35106764,PC
292797572,FP
412635642,PC
68030406,PC
241638905,PC
457018819,PC
237929468,CP
77680373,PC
166242494,PC
418567812,PC
242190195,PC
332017079,PC
319783554,FP
382975217,PC
160476088,PC
401028336,PC
245341495,PC
448435566,PC
400073524,PC
405571798,PC
147723246,PC
188865842,PC
412485680,PC
457649900,PC
290337456,PC
329672278,PC
420202798,PC
210681065,PC
406443564,FP
129890791,PC
295507430,PC
243476396,PC
406106335,PC
453942180,PC
149585119,PC
397522142,PC
148478039,PC
304085024,PC
210629725,PC
68081952,PC
311736478,PC
200435203,PC
14029793,PC
445392860,PC
295312916,PC
362111691,PC
360221713,PC
277128619,CP
294295243,PC
384709136,PC
340624586,PC
76228620,PC
95709395,PC
418471116,PC
301900477,PC
384386062,PC
282485660,CP
449107129,PC
463781038,PC
418298773,PC
245728942,PC
287494667,PC
362032529,PC
221656234,PC
68322189,FP
302054555,PC
294691204,PC
420829332,PC
310266243,PC
403405969,PC
344130921,PC
217838717,PC
161247580,PC
361711730,CP
76894548,PC
154400369,PC
46807139,PC
283665218,PC
318180448,PC
306990399,PC
401509690,PC
396649769,PC
412828754,PC
282221346,PC
75522633,PC
297950791,PC
306512967,PC
291857895,PC
323022088,APC
261020738,PC
282701278,PC
217933560,PC
324426685,PC
407146538,FP
216925130,PC
37291237,PC
277034534,PC
458027465,PC
214218272,PC
294768072,PC
173979859,PC
407127579,PC
117275513,KP
319968129,FP
7059054,KP
6893917,KP
23113034,FP
303432813,CP
87873211,PC
303523128,PC
69672493,FP
17409453,KP
437011608,CP
5882269,KP
438260486,PC
178217113,KP
18310799,KP
234388232,PC
63189173,KP
19028197,KP
434226736,KP
26826078,KP
14770122,KP
91481801,PC
349582831,PC
366410512,KP
59351345,PC
239977528,CP
337385330,PC
2685481,PC
26693519,PC
366499151,PC
438412198,PC
75427473,FP
58723861,PC
366568760,KP
116668723,PC
247906954,PC
438170612,PC
101520163,PC
75589027,PC
312221462,FP
95010343,FP
172110606,FP
14570132,PC
291517604,PC
286094277,PC
40954422,FP
388130237,PC
257527578,CP
468889418,PC
4165850,PC
60286662,KP
6892385,KP
110996418,PC
53287554,PC
288671122,PC
298829544,PC
28643432,FP
68453985,PC
441590110,PC
141677268,PC
408549705,FP
359469754,PC
336125492,PC
336126253,PC
357145112,PC
383828887,PC
298049015,FP
21101556,PC
267810289,PC
320324079,PC
158323182,PC
65845738,PC
419411415,CP
159117779,PC
147892178,PC
110738386,PC
111108561,PC
265979849,PC
215595454,PC
424699834,FP
247356332,PC
7583660,PC
236632480,PC
256561562,PC
215018906,PC
259172249,CP
378708888,PC
394691478,PC
233409941,PC
30791047,APC
377297285,PC
406361982,PC
383645563,PC
195093356,FP
313453776,PC
154014059,PC
288428649,PC
55778666,PC
105387356,FP
69356857,CP
259100469,PC
335681838,PC
154814765,PC
193765661,PC
435740442,PC
219016883,CP
230290708,PC
40055053,CP
305948428,PC
426122503,PC
322504451,PC
352151292,PC
123041007,APC
295807723,FP
289307883,PC
256154857,APC
185598695,PC
278105308,PC
436007113,PC
395385033,PC
284660935,APC
126225595,PC
158325942,PC
356146869,PC
185226925,FP
147895461,FP
375419034,PC
326347927,FP
402828941,PC
274122380,FP
275527293,PC
435719275,PC
219847787,PC
312899686,FP
153971295,PC
202468443,FP
359321688,PC
424112727,PC
296461391,PC
278668358,PC
172871230,FP
356682805,PC
219466803,FP
282935857,APC
276381737,PC
264301607,PC
7681574,PC
194679333,PC
405932063,PC
329346586,PC
399956873,FP
171312653,PC
58825110,CP
58798731,PC
387401076,PC
306204904,PC
435871546,PC
246965431,CP
257562160,APC
243153196,FP
270406298,APC
303502327,PC
436843539,PC
387544178,PC
387515920,PC
96948338,PC
101348333,PC
90669930,PC
96165095,PC
21119973,PC
366527844,PC
34781378,PC
96170689,PC
467684543,PC
46631742,PC
427578289,APC
308522539,PC
366754985,PC
21132157,PC
81178747,PC
113804153,PC
371470493,PC
219113246,APC
166053959,PC
202425357,PC
166086403,PC
407591297,CP
298600443,APC
198512478,PC
313425396,PC
298070500,PC
202428245,FP
284688043,PC
332564140,PC
29781207,PC
127226712,PC
430093142,PC
115628210,APC
386197662,PC
87405719,PC
115564354,FP
80611440,PC
47319867,PC
47319867,PC
127957099,APC
76545118,PC
294309873,PC
91697121,PC
84788795,PC
239722954,FP
119130170,PC
101569583,PC
58997701,PC
456971986,PC
367434266,PC
1942969,PC
437786834,PC
87827371,APC
172222885,PC
76798849,PC
186815660,PC
302305400,PC
468979441,PC
468979441,PC
468979441,PC
14440334,PC
270679144,PC
94823134,PC
126322519,PC
307951656,PC
366409685,APC
335540507,PC
415399713,PC
366411016,KP
88114177,PC
318836983,PC
318836983,PC
411697517,KP
17555760,PC
178266267,PC
231721006,PC
466206508,CP
17385917,PC
68893269,PC
195187769,PC
3224605,PC
14570099,KP
456945304,KP
17307715,KP
127505658,PC
127505658,PC
456335739,PC
142785421,PC
267484403,PC
302381442,PC
268405086,FP
160162137,PC
154563411,PC
29169215,PC
160165689,PC
141762491,PC
237108775,PC
159160230,PC
287268770,PC
237097499,PC
101592219,PC
224293782,PC
237015185,PC
252469648,PC
233070717,PC
229713401,PC
17122808,PC
232624234,PC
148960849,PC
235711993,PC
224299081,PC
219467837,FP
288162228,PC
420174131,PC
316416562,PC
233173039,PC
136992839,PC
154258295,PC
166054851,PC
160521907,PC
441658213,APC
67743054,PC
353807936,PC
256326844,PC
232628532,PC
298729646,PC
233465389,PC
282940781,PC
441736986,PC
207491214,APC
311116297,PC
349312122,PC
198161914,PC
274223601,PC
235684964,PC
461239485,KP
175772482,KP
368805700,KP
181949561,KP
311133118,KP
287959034,APC
209464063,CP
143257768,PC
368739874,CP
207439380,APC
17538423,PC
155949264,PC
32260988,PC
460396820,KP
255928426,PC
281100535,APC
193634953,CP
323250919,PC
115508409,PC
17652022,PC
37150278,PC
272519426,PC
23638678,APC
103865797,FP
264052454,PC
224328450,PC
43276438,PC
10792081,PC
165625229,PC
137843225,PC
173002823,PC
441804533,PC
219041246,CP
147923561,PC
298074836,CP
53481079,PC
4843495,PC
85292615,PC
458481611,PC
1042432,PC
357048995,PC
219875976,PC
103605399,PC
335952150,PC
224297408,PC
157769780,PC
310380289,PC
229618478,PC
198162530,PC
198162530,PC
230087765,PC
157768969,PC
318209162,FP
4918918,CP
407495930,PC
387329912,PC
310262516,PC
426144112,PC
332365162,PC
135267558,PC
256584532,PC
72889156,APC
219506608,PC
82598822,PC
317594531,PC
255907107,PC
428703516,APC
354832924,PC
459836041,PC
445795465,PC
459189798,PC
279920478,PC
302814895,FP
40292751,CP
446616059,FP
42883782,CP
42883782,CP
273874849,KP
151724385,CP
378390325,PC
188646744,PC
283471501,PC
92439980,PC
427041513,PC
194076601,PC
272366748,KP
369062542,PC
351077390,PC
363029616,PC
287934343,PC
230292034,PC
209935997,PC
41422753,FP
336072306,PC
256046749,PC
114947483,PC
11034516,PC
20988926,FP
184531966,PC
236158940,PC
373816781,PC
138671052,PC
106114491,FP
282890159,PC
247172524,PC
184521624,PC
360142739,PC
232941965,CP
13574009,PC
233788275,PC
15682927,FP
277987172,FP
273780062,PC
279179610,PC
202941251,PC
243464977,APC
14956304,PC
467211520,PC
126171392,FP
224635135,PC
294173437,FP
65737977,PC
276376289,APC
452483795,FP
273774284,FP
239361732,PC
239529652,PC
165948070,PC
163164300,PC
322593401,PC
276704866,PC
158552665,PC
452508760,PC
27230283,PC
303456821,PC
166190643,FP
63659057,PC
159104028,PC
366846982,PC
64282927,PC
64282927,PC
154762431,PC
287643871,PC
297153209,FP
407653728,PC
