flux,flux_err,cadenceno,sap_flux,kspsap_flux,kspsap_flux_err,quality,orbitid,sap_x,sap_y,sap_bkg,sap_bkg_err,kspsap_flux_sml,kspsap_flux_lag
1.0000962,0.0019469644,13915,1.0000962,0.9805272,0.0019469644,6144,23,1904.5352,719.86597,-600.88,6472.76,0.9976347,0.9716058
0.99370915,0.0019469644,13916,0.99370915,0.9941427,0.0019469644,6144,23,1904.5397,719.85645,-1463.44,5512.08,0.99767417,0.9943436
0.9914933,0.0019469644,13917,0.9914933,0.9772522,0.0019469644,4096,23,1904.5502,719.7238,-2222.97,4063.12,0.98752743,0.9760846
1.0103444,0.0019469644,13918,1.0103444,0.9981913,0.0019469644,4096,23,1904.5513,719.72784,-3148.67,3752.6,1.0013615,0.9996663
1.0139962,0.0019469644,13919,1.0139962,1.0039914,0.0019469644,4096,23,1904.5498,719.72095,-3457.81,3027.15,1.0025928,1.0088285
1.0148225,0.0019469644,13920,1.0148225,1.006835,0.0019469644,4096,23,1904.5515,719.7243,-3127.01,3401.36,1.0030807,1.0125163
1.0073454,0.0019469644,13921,1.0073454,1.0012648,0.0019469644,4096,23,1904.5486,719.7168,-2391.11,2603.39,1.0017099,1.001702
1.0041723,0.0019469644,13922,1.0041723,0.9997971,0.0019469644,4096,23,1904.5503,719.7215,-2055.4,2222.07,0.9986798,1.0005553
1.0036457,0.0019469644,13923,1.0036457,1.0008085,0.0019469644,4096,23,1904.5491,719.7255,-2129.37,2367.5,1.0001388,1.0005412
0.9927705,0.0019469644,13924,0.9927705,0.99133927,0.0019469644,4096,23,1904.5463,719.7234,-1478.81,2884.71,0.9946283,0.9883961
1.0006875,0.0019469644,13925,1.0006875,1.0004929,0.0019469644,4096,23,1904.5464,719.7224,-2088.04,1831.78,0.9987237,1.0002636
0.99024427,0.0019469644,13926,0.99024427,0.99115556,0.0019469644,4096,23,1904.5482,719.72,-1499.2,1804.38,0.9942274,0.9872664
0.99547076,0.0019469644,13927,0.99547076,0.997371,0.0019469644,4096,23,1904.5449,719.723,-1672.9,1930.28,0.9978836,0.99473757
0.99251217,0.0019469644,13928,0.99251217,0.99526894,0.0019469644,4096,23,1904.5466,719.724,-696.74,1927.62,0.9979389,0.9902975
0.992063,0.0019469644,13929,0.992063,0.9955671,0.0019469644,4096,23,1904.5433,719.72534,-1088.95,1947.81,0.9972974,0.9908448
0.9901934,0.0019469644,13930,0.9901934,0.99433136,0.0019469644,4096,23,1904.544,719.72577,-618.32,1838.15,0.9964349,0.9892125
0.9938498,0.0019469644,13931,0.9938498,0.9985456,0.0019469644,4096,23,1904.5483,719.72614,-1177.79,1732.4,0.9985316,0.99577785
0.993292,0.0019469644,13932,0.993292,0.99843246,0.0019469644,4096,23,1904.5421,719.7267,-611.45,1629.88,0.9976514,0.99488175
0.9988804,0.0019469644,13933,0.9988804,1.004412,0.0019469644,4096,23,1904.5453,719.72644,-1580.88,1625.7,1.0005087,1.0045339
0.9969619,0.0019469644,13934,0.9969619,1.0027618,0.0019469644,4096,23,1904.5432,719.7275,-904.85,1299.46,1.001205,1.001592
0.9972499,0.0019469644,13935,0.9972499,1.0032552,0.0019469644,4096,23,1904.5361,719.73016,-545.15,1805.42,1.0018102,1.0005052
0.9987276,0.0019469644,13936,0.9987276,1.0048771,0.0019469644,4096,23,1904.5403,719.73126,-548.36,1302.08,1.0025144,1.0038688
0.9965058,0.0019469644,13937,0.9965058,1.0027134,0.0019469644,4096,23,1904.5398,719.734,-840.9,1258.69,1.0018533,1.0008594
0.9937279,0.0019469644,13938,0.9937279,0.99993414,0.0019469644,4096,23,1904.538,719.7317,-678.38,1672.16,1.0002047,0.9980861
0.99249554,0.0019469644,13939,0.99249554,0.9986614,0.0019469644,4096,23,1904.5378,719.73346,-123.22,1205.37,0.9996847,0.9961759
1.0020895,0.0019469644,13940,1.0020895,1.0082377,0.0019469644,4096,23,1904.5366,719.73425,-834.88,969.15,1.003792,1.0090669
0.9926981,0.0019469644,13941,0.9926981,0.9986763,0.0019469644,4096,23,1904.5381,719.7355,-276.4,1310.48,0.999237,0.99656624
0.9967549,0.0019469644,13942,0.9967549,1.0026139,0.0019469644,4096,23,1904.5377,719.7381,-263.79,1250.22,1.0016553,1.0020311
0.99433714,0.0019469644,13943,0.99433714,1.0000167,0.0019469644,4096,23,1904.5363,719.7389,34.89,929.82,1.0007952,0.99887455
0.9930007,0.0019469644,13944,0.9930007,0.9984895,0.0019469644,4096,23,1904.5376,719.736,42.38,1351.81,0.99876404,0.9988053
0.9935515,0.0019469644,13945,0.9935515,0.99885,0.0019469644,4096,23,1904.5339,719.7403,90.45,1114.01,1.000007,0.99722385
0.9949936,0.0019469644,13946,0.9949936,1.0001019,0.0019469644,4096,23,1904.5354,719.7383,37.05,1172.21,0.99989635,1.0008312
0.99596614,0.0019469644,13947,0.99596614,1.000884,0.0019469644,4096,23,1904.5348,719.7388,-161.72,894.99,1.000029,1.0014741
0.99360317,0.0019469644,13948,0.99360317,0.99832374,0.0019469644,4096,23,1904.5347,719.74036,366.32,1331.6,0.99991834,0.9971722
0.9971477,0.0019469644,13949,0.9971477,1.0017142,0.0019469644,4096,23,1904.5336,719.74384,-283.29,1150.01,1.0008612,1.0028985
0.9937425,0.0019469644,13950,0.9937425,0.9981431,0.0019469644,0,23,1904.533,719.7432,151.25,1213.01,0.99936074,0.9977513
0.9944827,0.0019469644,13951,0.9944827,0.9987579,0.0019469644,0,23,1904.5336,719.74396,-35.74,1044.11,0.99980414,0.9985114
0.99563706,0.0019469644,13952,0.99563706,0.99980766,0.0019469644,0,23,1904.5348,719.7421,-34.61,1163.45,1.000426,1.000746
0.9986693,0.0019469644,13953,0.9986693,1.0027618,0.0019469644,4096,23,1904.5339,719.74567,-204.32,1230.04,1.002311,1.0042021
0.9996088,0.0019469644,13954,0.9996088,1.0036334,0.0019469644,0,23,1904.5337,719.7455,-153.75,1217.86,1.0022961,1.0058432
1.0005827,0.0019469644,13955,1.0005827,1.004555,0.0019469644,0,23,1904.533,719.7476,-417.49,963.72,1.0017688,1.0092132
0.996005,0.0019469644,13956,0.996005,0.9999192,0.0019469644,4096,23,1904.5325,719.7485,89.05,776.9,1.0001186,1.0012718
0.9925411,0.0019469644,13957,0.9925411,0.9964174,0.0019469644,0,23,1904.5321,719.74725,140.12,777.86,0.9978687,0.99689364
0.9970564,0.0019469644,13958,0.9970564,1.0009394,0.0019469644,0,23,1904.532,719.74725,-13.86,867.81,1.0007917,1.0025874
0.9928311,0.0019469644,13959,0.9928311,0.99670017,0.0019469644,0,23,1904.5312,719.7477,44.28,889.24,0.99743843,0.99782926
0.99540067,0.0019469644,13960,0.99540067,0.99929315,0.0019469644,4096,23,1904.5289,719.7511,132.57,1106.2,0.99982256,1.0008718
0.99848205,0.0019469644,13961,0.99848205,1.0024114,0.0019469644,0,23,1904.5295,719.7483,-64.35,806.13,1.0013782,1.0039349
0.99384993,0.0019469644,13962,0.99384993,0.997796,0.0019469644,4096,23,1904.5331,719.7487,292.45,858.73,0.9987535,0.9978968
0.99586415,0.0019469644,13963,0.99586415,0.99986124,0.0019469644,0,23,1904.5303,719.75323,114.77,913.95,1.0000201,1.0011337
0.9935113,0.0019469644,13964,0.9935113,0.9975506,0.0019469644,0,23,1904.5321,719.74896,432.52,1031.03,0.99803,0.99823076
