flux,flux_err,cadenceno,sap_flux,det_flux,det_flux_err,quality,orbitid,sap_x,sap_y,sap_bkg,sap_bkg_err,det_flux_sml,det_flux_lag,sys_rm_flux
0.98858637,0.004712749,1100664,0.98858637,0.98850596,0.004712749,1073741824,0,1563.4341,1687.2754,78.12,171.46,0.99284196,0.9864054,0.98900217
0.9887501,0.004712749,1100665,0.9887501,0.9886697,0.004712749,1073741824,0,1563.4296,1687.2705,17.99,227.55,0.9893035,0.986441,0.989166
0.9910601,0.004712749,1100666,0.9910601,0.9909795,0.004712749,1073741824,0,1563.4296,1687.272,93.75,196.32,0.9919506,0.9864623,0.99147695
0.9933962,0.004712749,1100667,0.9933962,0.9933154,0.004712749,1073741824,0,1563.4293,1687.2755,-43.38,167.24,0.9955479,0.9912233,0.99381405
1.0011002,0.004712749,1100668,1.0011002,1.0010189,0.004712749,1073741824,0,1563.4352,1687.2732,-36.35,226.51,0.9991546,1.0019615,1.0015213
0.99054325,0.004712749,1100669,0.99054325,0.9904627,0.004712749,1073741824,0,1563.4304,1687.2737,37.08,187.34,0.9933494,0.98691815,0.99095994
0.989554,0.004712749,1100670,0.989554,0.9894735,0.004712749,1073741824,0,1563.4327,1687.2773,35.71,200.68,0.9930524,0.9871506,0.9899702
0.9869126,0.004712749,1100671,0.9869126,0.9868324,0.004712749,1073741824,0,1563.4318,1687.2683,232.17,208.85,0.9911183,0.9830822,0.98732775
0.994548,0.004712749,1100672,0.994548,0.9944672,0.004712749,1073741824,0,1563.4305,1687.2758,158.84,178.13,0.99559575,0.9932614,0.9949664
0.9920827,0.004712749,1100673,0.9920827,0.992002,0.004712749,1073741824,0,1563.4329,1687.2688,-23.03,158.92,0.99049234,0.9932993,0.9925
0.9833277,0.004712749,1100674,0.9833277,0.98324776,0.004712749,1073741824,0,1563.434,1687.2798,130.69,247.84,0.9866711,0.9817961,0.98374134
0.9945633,0.004712749,1100675,0.9945633,0.9944824,0.004712749,1073741824,0,1563.4279,1687.267,24.07,183.16,0.99189436,0.9931544,0.9949816
0.9979001,0.004712749,1100676,0.9979001,0.997819,0.004712749,0,0,1563.4302,1687.2737,214.17,163.72,0.9971584,0.9977672,0.9983199
0.9900074,0.004712749,1100677,0.9900074,0.9899269,0.004712749,1073741824,0,1563.4297,1687.2692,121.62,191.56,0.9936576,0.98514277,0.9904238
0.9857992,0.004712749,1100678,0.9857992,0.985719,0.004712749,0,0,1563.4343,1687.277,63.47,123.46,0.9911659,0.9851674,0.98621386
0.99379754,0.004712749,1100679,0.99379754,0.9937167,0.004712749,0,0,1563.4355,1687.2769,-104.62,177.16,0.99606407,0.9939674,0.99421555
0.9925276,0.004712749,1100680,0.9925276,0.9924469,0.004712749,0,0,1563.4329,1687.2756,104.58,211.91,0.9974911,0.9909669,0.99294513
0.99169004,0.004712749,1100681,0.99169004,0.9916094,0.004712749,0,0,1563.4338,1687.2758,147.21,205.84,0.99434894,0.989252,0.99210715
0.9964953,0.004712749,1100682,0.9964953,0.99641424,0.004712749,0,0,1563.4314,1687.2762,6.19,211.23,0.9982264,0.9942778,0.99691445
0.9903658,0.004712749,1100683,0.9903658,0.9902853,0.004712749,0,0,1563.4363,1687.2728,98.55,183.4,0.9937097,0.98952836,0.99078244
0.99332225,0.004712749,1100684,0.99332225,0.9932415,0.004712749,0,0,1563.4294,1687.2727,60.09,184.34,0.99344593,0.99354726,0.9937401
0.9917833,0.004712749,1100685,0.9917833,0.9917027,0.004712749,0,0,1563.4323,1687.2793,121.75,138.93,0.9955596,0.98680294,0.9922005
0.9887631,0.004712749,1100686,0.9887631,0.9886827,0.004712749,0,0,1563.4347,1687.2761,127.88,198.85,0.9913437,0.9860446,0.989179
0.9832228,0.004712749,1100687,0.9832228,0.98314285,0.004712749,0,0,1563.4329,1687.2751,121.95,177.61,0.98776513,0.9815612,0.9836364
0.98823494,0.004712749,1100688,0.98823494,0.9881546,0.004712749,0,0,1563.4353,1687.2758,97.86,163.62,0.9904617,0.98978513,0.9886506
0.9866704,0.004712749,1100689,0.9866704,0.98659015,0.004712749,0,0,1563.4329,1687.2717,-40.34,171.42,0.99017215,0.98151547,0.9870854
0.9970003,0.004712749,1100690,0.9970003,0.9969192,0.004712749,0,0,1563.4294,1687.2714,80.76,159.26,0.9947093,0.9951726,0.99741966
0.9909817,0.004712749,1100691,0.9909817,0.9909011,0.004712749,0,0,1563.4402,1687.278,16.59,133.4,0.992244,0.9891139,0.9913986
0.9936981,0.004712749,1100692,0.9936981,0.99361736,0.004712749,0,0,1563.4325,1687.2754,40.4,152.66,0.9955108,0.9918778,0.9941161
0.99284124,0.004712749,1100693,0.99284124,0.99276054,0.004712749,0,0,1563.4319,1687.275,-21.72,188.85,0.99287367,0.9909345,0.9932589
0.9991289,0.004712749,1100694,0.9991289,0.99904764,0.004712749,0,0,1563.4341,1687.2783,-97.6,154.98,0.99946713,0.9994754,0.99954915
0.9949783,0.004712749,1100695,0.9949783,0.99489737,0.004712749,0,0,1563.4315,1687.2748,-53.56,191.79,0.99366295,0.9947844,0.9953968
0.9929426,0.004712749,1100696,0.9929426,0.99286187,0.004712749,0,0,1563.4337,1687.2717,74.76,160.71,0.99448895,0.9917637,0.9933603
0.9947549,0.004712749,1100697,0.9947549,0.994674,0.004712749,0,0,1563.4323,1687.2784,23.78,171.52,0.9956664,0.99438363,0.99517334
0.99784356,0.004712749,1100698,0.99784356,0.99776244,0.004712749,0,0,1563.4308,1687.2738,227.61,190.09,0.99792594,0.9984528,0.9982633
0.9912323,0.004712749,1100699,0.9912323,0.99115163,0.004712749,0,0,1563.4342,1687.2753,52.19,146.91,0.99135286,0.99278086,0.9916492
0.9991159,0.004712749,1100700,0.9991159,0.99903464,0.004712749,0,0,1563.4329,1687.271,-70.0,200.07,0.99690497,0.9980317,0.99953616
0.9918227,0.004712749,1100701,0.9918227,0.991742,0.004712749,0,0,1563.4331,1687.2786,78.28,151.74,0.99278075,0.9923259,0.9922399
0.9926524,0.004712749,1100702,0.9926524,0.9925717,0.004712749,0,0,1563.4362,1687.2788,214.26,111.89,0.9960004,0.9914201,0.99306995
0.9980567,0.004712749,1100703,0.9980567,0.9979755,0.004712749,0,0,1563.4333,1687.2786,21.31,208.76,0.9982408,0.9989008,0.9984765
0.9960278,0.004712749,1100704,0.9960278,0.9959468,0.004712749,1073741824,0,1563.4331,1687.2692,-45.76,188.05,0.9971401,0.99293405,0.9964468
0.98620635,0.004712749,1100705,0.98620635,0.9861261,0.004712749,0,0,1563.4313,1687.2784,44.73,128.67,0.99161667,0.9845106,0.98662114
0.99492043,0.004712749,1100706,0.99492043,0.99483955,0.004712749,0,0,1563.4384,1687.2766,25.36,167.14,0.998655,0.9926363,0.995339
0.98821956,0.004712749,1100707,0.98821956,0.9881392,0.004712749,0,0,1563.432,1687.2764,-37.68,195.0,0.9927387,0.98479205,0.98863524
0.99342996,0.004712749,1100708,0.99342996,0.9933492,0.004712749,0,0,1563.4352,1687.2743,-49.25,179.58,0.9965408,0.99243814,0.99384785
0.99563116,0.004712749,1100709,0.99563116,0.99555016,0.004712749,0,0,1563.437,1687.2793,-16.01,127.18,0.99648535,0.9940508,0.99604994
0.99555683,0.004712749,1100710,0.99555683,0.9954759,0.004712749,0,0,1563.4332,1687.2753,3.72,143.6,0.9976499,0.9946503,0.9959756
0.9907266,0.004712749,1100711,0.9907266,0.99064606,0.004712749,0,0,1563.4338,1687.2738,112.39,155.12,0.9959093,0.98814523,0.99114335
0.98801935,0.004712749,1100712,0.98801935,0.987939,0.004712749,0,0,1563.4308,1687.2744,145.19,146.51,0.99242574,0.9830338,0.9884349
0.99053156,0.004712749,1100713,0.99053156,0.99045104,0.004712749,0,0,1563.4333,1687.2783,51.32,156.88,0.9941182,0.98876655,0.9909482
0.99670506,0.004712749,1100714,0.99670506,0.99662405,0.004712749,0,0,1563.4316,1687.271,-34.71,239.93,0.9964082,0.9949129,0.9971243
0.9951143,0.004712749,1100715,0.9951143,0.99503344,0.004712749,0,0,1563.4291,1687.2764,22.34,166.66,0.9937825,0.99409527,0.99553293
0.9956311,0.004712749,1100716,0.9956311,0.99555016,0.004712749,0,0,1563.4347,1687.2764,-33.27,227.94,0.99881595,0.99519277,0.99604994
0.99366,0.004712749,1100717,0.99366,0.99357915,0.004712749,0,0,1563.4336,1687.2731,-47.71,172.34,0.99736863,0.9883941,0.9940779
0.9845588,0.004712749,1100718,0.9845588,0.9844788,0.004712749,0,0,1563.4303,1687.2739,116.57,142.47,0.98926026,0.98192674,0.98497295
0.99227726,0.004712749,1100719,0.99227726,0.9921966,0.004712749,0,0,1563.4342,1687.2817,84.74,171.9,0.99628854,0.99028987,0.9926947
0.9921824,0.004712749,1100720,0.9921824,0.99210167,0.004712749,0,0,1563.4308,1687.2703,99.39,149.71,0.9946223,0.98927283,0.9925997
0.9844183,0.004712749,1100721,0.9844183,0.9843382,0.004712749,0,0,1563.437,1687.2773,65.75,181.06,0.98886764,0.983018,0.98483235
0.9972722,0.004712749,1100722,0.9972722,0.99719113,0.004712749,0,0,1563.4331,1687.2765,60.1,126.48,0.99806064,0.9976729,0.9976917
0.993685,0.004712749,1100723,0.993685,0.99360424,0.004712749,1073741824,0,1563.4331,1687.2736,146.73,217.28,0.9955881,0.9923409,0.994103
0.9954381,0.004712749,1100724,0.9954381,0.99535716,0.004712749,1073741824,0,1563.4347,1687.2762,90.71,191.49,0.99674726,0.9935908,0.9958568
0.99898756,0.004712749,1100725,0.99898756,1.0044297,0.004712749,0,0,1563.434,1687.2765,-110.02,168.6,1.0034093,1.0055629,0.9987037
0.99031323,0.004712749,1100726,0.99031323,0.99585265,0.004712749,0,0,1563.4307,1687.272,69.99,154.39,0.9981312,0.98948234,0.990121
0.99899834,0.004712749,1100727,0.99899834,1.0050281,0.004712749,0,0,1563.4366,1687.274,-103.66,172.4,1.0024269,1.0055069,0.9991899
0.9945209,0.004712749,1100728,0.9945209,1.00104,0.004712749,0,0,1563.4332,1687.2788,44.46,194.71,1.0050321,0.9988821,0.9951726
0.99634147,0.004712749,1100729,0.99634147,1.0021813,0.004712749,0,0,1563.4364,1687.2765,-55.68,137.06,1.0009089,1.0007949,0.996256
