flux,flux_err,timecorr,cadenceno,centroid_col,centroid_row,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
807.5139,6.0345545,-0.0006939466,858625,393.8099686304388,2004.148951006597,600.09973,4.4394145,546.48236,1.7385215,807.5139,6.0345545,0,,,,,393.8099686304388,0.004334798,2004.148951006597,0.004324365,-0.0019793143,0.011185962
821.1988,6.043221,-0.00069394824,858626,393.81819255709325,2004.145627242284,610.0815,4.4457903,541.80383,1.7347839,821.1988,6.043221,0,,,,,393.81819255709325,0.0042623635,2004.145627242284,0.004269836,0.0017643328,0.013816524
817.3214,6.0409102,-0.0006939498,858627,393.81410855366465,2004.1428749947715,607.1385,4.4440904,546.7659,1.7376335,817.3214,6.0409102,0,,,,,393.81410855366465,0.0042935,2004.1428749947715,0.0042880075,-0.0021848506,0.0090648765
824.825,6.054752,-0.00069395144,858628,393.8122377049426,2004.142655367665,612.8085,4.454273,545.45544,1.7408376,824.825,6.054752,0,,,,,393.8122377049426,0.0042575574,2004.142655367665,0.0042646322,-0.004907094,0.008959759
825.4593,6.053134,-0.000693953,858629,393.81712499453744,2004.145101177679,613.3295,4.453083,544.26605,1.7362871,825.4593,6.053134,0,,,,,393.81712499453744,0.0042506075,2004.145101177679,0.0042578173,0.0010846774,0.008505561
808.7746,6.0398345,-0.00069395464,858630,393.8219532688049,2004.141751599932,601.0783,4.443299,546.70416,1.7393788,808.7746,6.0398345,0,,,,,393.8219532688049,0.004319989,2004.141751599932,0.004331889,-0.000988289,0.013063336
815.21857,6.055976,-0.0006939562,858631,393.81546351081465,2004.1452133902606,605.6925,4.4551735,548.8476,1.7419316,815.21857,6.055976,0,,,,,393.81546351081465,0.0042936015,2004.1452133902606,0.0043210983,-0.0017540427,0.01141541
814.94135,6.045283,-0.0006939578,858632,393.8149566133844,2004.1388817532804,605.53217,4.447307,547.62897,1.740369,814.94135,6.045283,0,,,,,393.8149566133844,0.0042805327,2004.1388817532804,0.0043102354,-0.0040662074,0.006892168
811.966,6.050382,-0.0006939594,858633,393.8133097164858,2004.1461724097978,603.58307,4.4510584,548.8599,1.742682,811.966,6.050382,0,,,,,393.8133097164858,0.0043137106,2004.1461724097978,0.004313002,0.0010202054,0.013231094
819.8031,6.0793743,-0.000693961,858634,393.8159201845731,2004.1487182586545,609.1281,4.472387,550.91797,1.7446134,819.8031,6.0793743,0,,,,,393.8159201845731,0.004298567,2004.1487182586545,0.0043215416,-0.0005324585,0.010543896
813.6882,6.054397,-0.00069396256,858635,393.81116242822975,2004.140318026782,604.6296,4.4540124,551.40393,1.7463636,813.6882,6.054397,0,,,,,393.81116242822975,0.00431219,2004.140318026782,0.004326501,-0.0026211669,0.0075319577
819.2606,6.061228,-0.00069396413,858636,393.81747189208306,2004.1421831434534,608.8698,4.4590373,551.6243,1.7447493,819.2606,6.061228,0,,,,,393.81747189208306,0.0042899614,2004.1421831434534,0.0042862385,0.001020916,0.014918851
821.70807,6.0797057,-0.0006939657,858637,393.82007122587567,2004.1429335948662,610.69244,4.472631,554.8084,1.7498581,821.70807,6.0797057,0,,,,,393.82007122587567,0.0042975903,2004.1429335948662,0.0042866557,-0.0007314616,0.0073932125
812.9292,6.0650096,-0.0006939673,858638,393.82118814594696,2004.1467149707873,604.2697,4.4618196,553.8006,1.7482525,812.9292,6.0650096,0,,,,,393.82118814594696,0.0043275394,2004.1467149707873,0.004339451,-0.0013332926,0.0127335405
811.7453,6.059506,-0.00069396885,858639,393.8187899923248,2004.1451885757026,603.2584,4.457771,552.62506,1.7469817,811.7453,6.059506,0,,,,,393.8187899923248,0.0043275366,2004.1451885757026,0.0043176305,-0.0029637895,0.0063914084
814.783,6.0648985,-0.00069397036,858640,393.8136262940932,2004.1505626344185,605.52637,4.4617376,553.7781,1.7460707,814.783,6.0648985,0,,,,,393.8136262940932,0.004314895,2004.1505626344185,0.0043284856,-0.00027089377,0.014785975
807.44653,6.0683985,-0.00069397193,858641,393.82205141723114,2004.1347672256072,600.2452,4.4643126,556.06354,1.753394,807.44653,6.0683985,0,,,,,393.82205141723114,0.0043665287,2004.1347672256072,0.0043556257,-0.0013216888,0.011820864
