flux,flux_err,timecorr,cadenceno,centroid_col,centroid_row,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
11038.631,13.752598,0.002015931,878570,861.7640626018468,168.00586880655615,9812.588,12.158173,1809.8562,3.7007785,11038.631,13.752598,0,,,,,861.7640626018468,0.00096577173,168.00586880655615,0.000965631,-0.016234323,0.02166664
11013.51,13.7486315,0.0020160659,878571,861.7623848976194,168.00638982508872,9791.46,12.154666,1815.2491,3.704506,11013.51,13.7486315,0,,,,,861.7623848976194,0.00096748193,168.00638982508872,0.0009665091,-0.019080369,0.021259237
11061.4795,13.767786,0.0020162007,878572,861.760286463312,168.00704618692035,9833.82,12.171599,1811.0305,3.701157,11061.4795,13.767786,0,,,,,861.760286463312,0.00096554833,168.00704618692035,0.0009625171,-0.021382147,0.02150372
11047.18,13.760371,0.0020163355,878573,861.7658932894773,168.00944250389344,9820.704,12.165044,1812.0946,3.6995428,11047.18,13.760371,0,,,,,861.7658932894773,0.0009663504,168.00944250389344,0.0009633232,-0.014311382,0.022826377
11050.402,13.766264,0.0020164703,878574,861.7589245676556,168.00823179900934,9826.288,12.170254,1813.5104,3.707108,11050.402,13.766264,0,,,,,861.7589245676556,0.00096632534,168.00823179900934,0.0009641112,-0.022394799,0.02266291
11016.314,13.7491665,0.0020166049,878575,861.76364237877,168.00281145328688,9795.169,12.155139,1812.2242,3.7050796,11016.314,13.7491665,0,,,,,861.76364237877,0.0009669046,168.00281145328688,0.00096441375,-0.017286843,0.020263012
11068.662,13.767523,0.0020167397,878576,861.7596952414584,168.00751246752367,9843.175,12.171366,1805.3331,3.6992812,11068.662,13.767523,0,,,,,861.7596952414584,0.00096549524,168.00751246752367,0.0009614884,-0.02092975,0.023177784
11028.734,13.752172,0.0020168745,878577,861.7610601074009,168.00705141290908,9804.203,12.157796,1808.4282,3.7027583,11028.734,13.752172,0,,,,,861.7610601074009,0.0009671862,168.00705141290908,0.0009661335,-0.019344281,0.02230351
11032.218,13.753005,0.0020170093,878578,861.7646699731845,168.01179160951855,9805.76,12.158532,1809.5927,3.70585,11032.218,13.753005,0,,,,,861.7646699731845,0.0009666754,168.01179160951855,0.00096581137,-0.016245576,0.0292539
11036.06,13.753887,0.0020171439,878579,861.7625774149885,168.00517515746708,9815.13,12.159311,1808.1969,3.698527,11036.06,13.753887,0,,,,,861.7625774149885,0.00096657476,168.00517515746708,0.0009645167,-0.019184452,0.01979184
11044.75,13.76923,0.0020172787,878580,861.7613547182013,168.0054746145524,9821.954,12.172875,1812.476,3.7034588,11044.75,13.76923,0,,,,,861.7613547182013,0.00096625666,168.0054746145524,0.000964781,-0.018941205,0.021796165
11039.42,13.759513,0.0020174133,878581,861.7608552259411,168.00597858953623,9819.823,12.164285,1808.4154,3.7018774,11039.42,13.759513,0,,,,,861.7608552259411,0.0009660631,168.00597858953623,0.0009630203,-0.019858427,0.022181999
11035.569,13.762353,0.002017548,878582,861.7647332165993,168.00573864392138,9819.264,12.166796,1810.2742,3.7093737,11035.569,13.762353,0,,,,,861.7647332165993,0.0009657751,168.00573864392138,0.00096325873,-0.016281482,0.024707062
11026.561,13.754032,0.002017683,878583,861.7614954863384,168.00790903770303,9810.462,12.15944,1810.5425,3.700684,11026.561,13.754032,0,,,,,861.7614954863384,0.0009671827,168.00790903770303,0.0009647373,-0.018681843,0.024178503
11044.531,13.760442,0.0020178175,878584,861.7609055570731,168.0058643128827,9824.129,12.165107,1809.3536,3.7008638,11044.531,13.760442,0,,,,,861.7609055570731,0.00096486066,168.0058643128827,0.0009622245,-0.02070898,0.023422306
11053.606,13.766052,0.0020180868,878586,861.7590049142891,168.00568466393233,9822.764,12.170066,1812.9675,3.7051923,11053.606,13.766052,0,,,,,861.7590049142891,0.0009662693,168.00568466393233,0.00096923136,-0.023498243,0.01880943
11024.542,13.753683,0.0020182214,878587,861.7647361725964,168.01289189867688,9800.285,12.159132,1807.1749,3.7033165,11024.542,13.753683,0,,,,,861.7647361725964,0.00096737285,168.01289189867688,0.0009685176,-0.016685562,0.028079962
11015.795,13.747676,0.0020183562,878588,861.7637092060951,168.00443702561859,9792.662,12.153821,1809.6198,3.7107322,11015.795,13.747676,0,,,,,861.7637092060951,0.0009687314,168.00443702561859,0.0009666254,-0.020038167,0.019107012
11052.538,13.767525,0.0020184908,878589,861.7557938604314,167.9987253287447,9831.971,12.171369,1812.8119,3.7020185,11052.538,13.767525,0,,,,,861.7557938604314,0.00096591597,167.9987253287447,0.00096480915,-0.026024979,0.013235551
11039.843,13.762146,0.0020186254,878590,861.7589544298905,168.00676932069422,9820.233,12.166614,1815.754,3.7053304,11039.843,13.762146,0,,,,,861.7589544298905,0.0009668851,168.00676932069422,0.0009638154,-0.022037536,0.0234295
11011.531,13.748359,0.0020187602,878591,861.7652436459102,168.01110994156318,9797.166,12.154425,1812.2377,3.709856,11011.531,13.748359,0,,,,,861.7652436459102,0.0009677586,168.01110994156318,0.0009651917,-0.015348557,0.028110446
11040.553,13.759046,0.0020188948,878592,861.7567252039788,168.00294846116094,9819.815,12.163873,1807.9708,3.702545,11040.553,13.759046,0,,,,,861.7567252039788,0.0009667295,168.00294846116094,0.0009651173,-0.024062783,0.01639081
11011.634,13.746396,0.0020190293,878593,861.7603422042401,168.00454159103015,9794.501,12.152689,1810.4326,3.7057035,11011.634,13.746396,0,,,,,861.7603422042401,0.0009689664,168.00454159103015,0.00096641696,-0.02217498,0.020037575
11017.435,13.753774,0.002019164,878594,861.7624253230975,168.0071741769522,9807.538,12.159211,1807.9368,3.7007446,11017.435,13.753774,0,,,,,861.7624253230975,0.0009674971,168.0071741769522,0.00096516084,-0.018820686,0.022224441
11008.227,13.744375,0.0020192985,878595,861.7660515723493,168.0069075072366,9789.836,12.150903,1812.4176,3.7039573,11008.227,13.744375,0,,,,,861.7660515723493,0.0009673317,168.0069075072366,0.0009669777,-0.017378012,0.024460688
11018.775,13.746928,0.002019433,878596,861.7572142640314,168.0073424885214,9800.363,12.153159,1810.3849,3.7009094,11018.775,13.746928,0,,,,,861.7572142640314,0.0009667513,168.0073424885214,0.00096878764,-0.02757588,0.020936878
11008.336,13.750492,0.0020195679,878597,861.765377889918,168.0185424650621,9794.519,12.156311,1809.588,3.7045221,11008.336,13.750492,0,,,,,861.765377889918,0.0009680652,168.0185424650621,0.0009670356,-0.014314494,0.036352962
11026.706,13.745328,0.0020197025,878598,861.7634416600428,168.00873982470387,9788.284,12.151745,1810.3998,3.70816,11026.706,13.745328,0,,,,,861.7634416600428,0.0009696435,168.00873982470387,0.0009725481,-0.019646915,0.022472097
11023.503,13.75141,0.002019837,878599,861.756875446426,167.99874217977683,9803.976,12.157122,1809.8802,3.7003644,11023.503,13.75141,0,,,,,861.756875446426,0.000967916,167.99874217977683,0.00096713036,-0.027985957,0.010819693
11021.838,13.76004,0.0020199716,878600,861.7589509921166,168.00415685709936,9810.344,12.164752,1818.2845,3.708721,11021.838,13.76004,0,,,,,861.7589509921166,0.00096685655,168.00415685709936,0.0009646204,-0.024761388,0.020598063
