flux,flux_err,timecorr,cadenceno,centroid_col,centroid_row,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
908.51434,6.5651774,-0.0024232105,1073650,1467.9498513084957,761.4289201184079,898.87085,4.9224043,713.4585,2.0565886,908.51434,6.5651774,0,,,,,1467.9498513084957,0.0038159501,761.4289201184079,0.0025329208,0.02853697,-0.01281749
891.458,6.5491776,-0.0024232052,1073651,1467.9359021909947,761.4229954929779,885.3585,4.9104075,715.2784,2.0611372,891.458,6.5491776,0,,,,,1467.9359021909947,0.0038683969,761.4229954929779,0.0025638584,0.020172913,-0.0172175
901.9611,6.5647106,-0.0024231998,1073652,1467.9555664935197,761.4266486416839,893.6877,4.922054,717.61694,2.0611732,901.9611,6.5647106,0,,,,,1467.9555664935197,0.0038327554,761.4266486416839,0.002546583,0.026624048,-0.008538531
900.94165,6.55893,-0.0024231945,1073653,1467.9434179696711,761.4199305270945,893.0277,4.91772,716.13257,2.058919,900.94165,6.55893,0,,,,,1467.9434179696711,0.0038437187,761.4199305270945,0.0025468224,0.02313686,-0.018366894
902.2177,6.575684,-0.0024231889,1073654,1467.9437170771496,761.4285577636862,894.6458,4.930281,720.4286,2.0702257,902.2177,6.575684,0,,,,,1467.9437170771496,0.003836086,761.4285577636862,0.0025469456,0.018751208,-0.013759518
903.8118,6.5583353,-0.0024231835,1073655,1467.948191566673,761.4271308231467,895.70337,4.917274,714.20416,2.0587554,903.8118,6.5583353,0,,,,,1467.948191566673,0.0038236254,761.4271308231467,0.0025384452,0.027467148,-0.0140244495
904.3121,6.560794,-0.0024231782,1073656,1467.949448141966,761.4257374120658,895.99536,4.9191175,713.78723,2.0603347,904.3121,6.560794,0,,,,,1467.949448141966,0.0038180088,761.4257374120658,0.0025383525,0.018666647,-0.015472971
905.9997,6.560925,-0.0024231728,1073657,1467.9576522673285,761.4266104848283,897.26495,4.9192157,712.6448,2.0572548,905.9997,6.560925,0,,,,,1467.9576522673285,0.0038135527,761.4266104848283,0.0025355376,0.024508437,-0.016124478
890.3897,6.559481,-0.0024231672,1073658,1467.9533979485511,761.4265014429884,885.5909,4.9181333,714.5313,2.0632315,890.3897,6.559481,0,,,,,1467.9533979485511,0.003872342,761.4265014429884,0.0025673024,0.024849176,-0.009663322
903.3724,6.5597167,-0.0024231619,1073659,1467.9483139655676,761.429276190972,895.58276,4.9183097,714.3021,2.0582762,903.3724,6.5597167,0,,,,,1467.9483139655676,0.0038244221,761.429276190972,0.0025394044,0.02725396,-0.009588451
906.9755,6.5680737,-0.0024231565,1073660,1467.9465533976954,761.4233580004056,898.1357,4.9245753,716.5377,2.0605524,906.9755,6.5680737,0,,,,,1467.9465533976954,0.0038181662,761.4233580004056,0.002535834,0.020038154,-0.017793274
904.5239,6.562974,-0.0024231512,1073661,1467.94772073733,761.4231283304026,896.5956,4.9207516,714.1649,2.0636802,904.5239,6.562974,0,,,,,1467.94772073733,0.0038209914,761.4231283304026,0.002537214,0.026814591,-0.011063395
895.08185,6.553621,-0.0024231456,1073662,1467.9468765318932,761.4281725344639,889.0545,4.913739,714.1966,2.060151,895.08185,6.553621,0,,,,,1467.9468765318932,0.0038486512,761.4281725344639,0.002555045,0.020911045,-0.01327915
897.2846,6.5524,-0.0024231402,1073663,1467.9473928072744,761.4264490726414,891.11017,4.9128237,713.701,2.0565271,897.2846,6.5524,0,,,,,1467.9473928072744,0.0038365938,761.4264490726414,0.002549422,0.026877563,-0.0082970485
901.9209,6.562265,-0.0024231349,1073664,1467.9488340745675,761.4260827031133,893.34534,4.9202204,715.92126,2.061525,901.9209,6.562265,0,,,,,1467.9488340745675,0.0038414297,761.4260827031133,0.002546496,0.020720487,-0.020138685
895.61584,6.561686,-0.0024231293,1073665,1467.941348617653,761.4247246916099,889.8781,4.919786,716.70935,2.0595822,895.61584,6.561686,0,,,,,1467.941348617653,0.0038619055,761.4247246916099,0.0025567506,0.018634846,-0.0139217805
902.61084,6.562253,-0.002423124,1073666,1467.9560503215516,761.4289462326788,895.19586,4.9202113,715.3192,2.0590494,902.61084,6.562253,0,,,,,1467.9560503215516,0.003828824,761.4289462326788,0.0025415379,0.030530289,-0.010699521
898.8345,6.555311,-0.0024231186,1073667,1467.942140130992,761.4280843014282,892.1164,4.9150066,714.7594,2.0593429,898.8345,6.555311,0,,,,,1467.942140130992,0.0038329046,761.4280843014282,0.0025471658,0.018368414,-0.014207197
901.58026,6.562497,-0.002423113,1073668,1467.9492689944252,761.4271663175023,894.06,4.920394,718.50415,2.059956,901.58026,6.562497,0,,,,,1467.9492689944252,0.0038337691,761.4271663175023,0.0025448182,0.025411803,-0.012385496
920.0835,6.5707197,-0.0024231076,1073669,1467.9504086273164,761.4268993003735,908.06177,4.926559,710.66064,2.0559096,920.0835,6.5707197,0,,,,,1467.9504086273164,0.003782903,761.4268993003735,0.0025098212,0.02521511,-0.013978998
894.92017,6.5666304,-0.002423102,1073670,1467.945634609185,761.4243327035441,889.17975,4.923493,717.7133,2.0636806,894.92017,6.5666304,0,,,,,1467.945634609185,0.0038677878,761.4243327035441,0.0025601094,0.020954985,-0.015228058
901.2819,6.554016,-0.0024230967,1073671,1467.949240781679,761.4249107727194,894.0157,4.9140353,713.0743,2.0562563,901.2819,6.554016,0,,,,,1467.949240781679,0.0038273467,761.4249107727194,0.0025419556,0.023378871,-0.012970833
902.37415,6.559101,-0.002423091,1073672,1467.9564343144918,761.4212228542902,894.95337,4.917848,712.7788,2.0570712,902.37415,6.559101,0,,,,,1467.9564343144918,0.0038236114,761.4212228542902,0.002541534,0.022309978,-0.016515315
905.6508,6.5637045,-0.0024230857,1073673,1467.9448483839765,761.4245333687386,897.4674,4.9212995,715.11664,2.05911,905.6508,6.5637045,0,,,,,1467.9448483839765,0.0038211842,761.4245333687386,0.0025359592,0.024289282,-0.011923888
907.87085,6.5657387,-0.0024230802,1073674,1467.944352409374,761.4253221610049,899.1437,4.922825,713.9346,2.0597641,907.87085,6.5657387,0,,,,,1467.944352409374,0.0038185366,761.4253221610049,0.0025319308,0.021500297,-0.013520588
903.1439,6.5622606,-0.0024230748,1073675,1467.9413757181517,761.4256797639555,895.3436,4.9202166,713.6499,2.0638258,903.1439,6.5622606,0,,,,,1467.9413757181517,0.003819778,761.4256797639555,0.0025401479,0.01940213,-0.01615338
908.60614,6.5614724,-0.0024230692,1073676,1467.9423873327662,761.4251877735815,899.34467,4.9196258,712.3419,2.056696,908.60614,6.5614724,0,,,,,1467.9423873327662,0.0038069119,761.4251877735815,0.0025300682,0.022141676,-0.014472154
905.72906,6.566689,-0.0024230639,1073677,1467.9402466046652,761.4246392352043,895.94135,4.9235377,717.4428,2.060208,905.72906,6.566689,0,,,,,1467.9402466046652,0.003832304,761.4246392352043,0.0025414715,0.015434487,-0.028379237
906.2146,6.5589366,-0.0024230583,1073678,1467.9420048245524,761.4290071147115,896.3566,4.9177246,713.3421,2.0581038,906.2146,6.5589366,0,,,,,1467.9420048245524,0.0038222207,761.4290071147115,0.0025368948,0.029636493,-0.007619649
902.9455,6.560602,-0.002423053,1073679,1467.9457469431347,761.4308027635751,894.7073,4.9189734,713.37604,2.0607107,902.9455,6.560602,0,,,,,1467.9457469431347,0.0038335752,761.4308027635751,0.002541711,0.024214445,-0.007425325
901.9318,6.556702,-0.0024230473,1073680,1467.9532921489943,761.4276079380256,894.11755,4.9160495,715.2182,2.0579286,901.9318,6.556702,0,,,,,1467.9532921489943,0.0038335824,761.4276079380256,0.0025423765,0.022276206,-0.0062422515
896.9877,6.5478673,-0.002423042,1073681,1467.9471230179636,761.4247904127676,890.60815,4.9094253,712.678,2.0561836,896.9877,6.5478673,0,,,,,1467.9471230179636,0.003842772,761.4247904127676,0.0025489384,0.021109266,-0.015274056
892.34796,6.5479817,-0.0024230364,1073682,1467.9485672433823,761.4245284956461,886.5206,4.909511,713.5458,2.0578845,892.34796,6.5479817,0,,,,,1467.9485672433823,0.00385922,761.4245284956461,0.002560511,0.02183076,-0.012885921
911.99506,6.5673976,-0.0024230308,1073683,1467.940641332808,761.4276300900096,901.5534,4.924069,713.05536,2.0580153,911.99506,6.5673976,0,,,,,1467.940641332808,0.0038005966,761.4276300900096,0.0025258516,0.017341532,-0.02059313
907.1857,6.5584183,-0.0024230254,1073684,1467.941946251383,761.4214832446543,897.93695,4.917336,711.8863,2.0545788,907.1857,6.5584183,0,,,,,1467.941946251383,0.0038187301,761.4214832446543,0.0025333392,0.02191988,-0.022951486
910.4079,6.568215,-0.0024230198,1073685,1467.9532628404163,761.4275193271806,901.19104,4.9246817,713.4986,2.057397,910.4079,6.568215,0,,,,,1467.9532628404163,0.0038054062,761.4275193271806,0.0025275392,0.030278966,0.0030241678
909.2217,6.566823,-0.0024230143,1073686,1467.945931199017,761.4269133462021,899.83295,4.923638,712.1729,2.0598824,909.2217,6.566823,0,,,,,1467.945931199017,0.003805362,761.4269133462021,0.002530101,0.019001244,-0.012325865
901.9931,6.5566626,-0.002423009,1073687,1467.9507151096482,761.4235193834343,894.30963,4.9160194,714.1204,2.0569396,901.9931,6.5566626,0,,,,,1467.9507151096482,0.0038283821,761.4235193834343,0.0025422766,0.022928463,-0.012624992
907.6975,6.573033,-0.0024230033,1073688,1467.9507883281979,761.4267042770454,897.7249,4.9282937,714.69696,2.061588,907.6975,6.573033,0,,,,,1467.9507883281979,0.0038338169,761.4267042770454,0.002538763,0.022606302,-0.014001787
900.3984,6.5623345,-0.0024229977,1073689,1467.949359907886,761.424825477176,892.9875,4.9202724,714.76917,2.059827,900.3984,6.5623345,0,,,,,1467.949359907886,0.0038347314,761.424825477176,0.0025480124,0.023207381,-0.009804176
899.8213,6.5569134,-0.0024229924,1073690,1467.946831140665,761.4271622630224,892.10236,4.9162083,715.6757,2.061564,899.8213,6.5569134,0,,,,,1467.946831140665,0.003846629,761.4271622630224,0.00254751,0.023651324,-0.013409695
899.3732,6.5581994,-0.0024229868,1073691,1467.9497025864048,761.422849005505,892.2494,4.917172,714.85114,2.0582643,899.3732,6.5581994,0,,,,,1467.9497025864048,0.0038333717,761.422849005505,0.0025486818,0.023060577,-0.01585906
889.6598,6.5475736,-0.0024229812,1073692,1467.955466597646,761.4286420674532,885.00793,4.909205,716.69653,2.061009,889.6598,6.5475736,0,,,,,1467.955466597646,0.0038638928,761.4286420674532,0.0025637837,0.022757139,-0.010065016
901.0036,6.5600586,-0.0024229756,1073693,1467.957689273852,761.4320512104109,894.1855,4.9185658,715.3929,2.0602076,901.0036,6.5600586,0,,,,,1467.957689273852,0.0038279397,761.4320512104109,0.002542991,0.02446828,-0.0083654355
914.9795,6.5727453,-0.00242297,1073694,1467.9400436774342,761.4213176633349,902.9772,4.928078,714.54706,2.0591407,914.9795,6.5727453,0,,,,,1467.9400436774342,0.0038052562,761.4213176633349,0.0025245305,0.012103382,-0.024775991
