flux,flux_err,timecorr,cadenceno,centroid_col,centroid_row,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
3348.871,9.203873,-0.0011850186,1501495,1749.822376319343,433.15431309753995,3089.5063,7.826387,1070.6274,2.98868,3348.871,9.203873,0,,,,,1749.822376319343,0.0020287188,433.15431309753995,0.0016732499,0.057148267,-0.0857053
3341.7432,9.205432,-0.001185053,1501496,1749.8507918815724,433.1451262345159,3088.1553,7.827713,1075.2732,2.9938529,3341.7432,9.205432,0,,,,,1749.8507918815724,0.0020251996,433.1451262345159,0.0016723528,0.09731771,-0.09999269
3342.3867,9.19966,-0.0011850875,1501497,1749.8398675206658,433.15665516881995,3077.1616,7.8228054,1075.7389,2.9971228,3342.3867,9.19966,0,,,,,1749.8398675206658,0.0020364095,433.15665516881995,0.0016820787,0.07434158,-0.083086625
3356.396,9.207651,-0.0011851218,1501498,1749.8107863287655,433.16382391838283,3088.3464,7.8296,1081.8474,2.9944816,3356.396,9.207651,0,,,,,1749.8107863287655,0.00204284,433.16382391838283,0.0016745084,0.04092414,-0.07130806
3336.557,9.20003,-0.0011851563,1501499,1749.8642635435044,433.14482517962205,3081.7598,7.8231196,1074.1705,2.9932384,3336.557,9.20003,0,,,,,1749.8642635435044,0.002025908,433.14482517962205,0.0016785295,0.11420513,-0.10151264
3334.8435,9.208155,-0.0011851907,1501500,1749.8171811669558,433.1580264212884,3080.8481,7.8300285,1080.0884,2.9971695,3334.8435,9.208155,0,,,,,1749.8171811669558,0.0020363666,433.1580264212884,0.0016784889,0.051228568,-0.080387965
3349.674,9.207988,-0.0011852252,1501501,1749.848028810356,433.14953522916295,3093.8218,7.8298864,1074.2826,2.9919174,3349.674,9.207988,0,,,,,1749.848028810356,0.0020281344,433.14953522916295,0.0016688278,0.093366794,-0.09473563
3336.6855,9.203513,-0.0011852595,1501502,1749.812448796316,433.165735496336,3083.8647,7.8260813,1078.2366,2.9950247,3336.6855,9.203513,0,,,,,1749.812448796316,0.0020379967,433.165735496336,0.0016729626,0.046389777,-0.06730278
3345.0918,9.195179,-0.001185294,1501503,1749.8704130193767,433.1461944882093,3079.4353,7.8189945,1071.1289,2.990219,3345.0918,9.195179,0,,,,,1749.8704130193767,0.002035509,433.1461944882093,0.0016759085,0.1269653,-0.10522679
3353.656,9.202747,-0.0011853285,1501504,1749.8280804282258,433.147472864339,3089.5781,7.82543,1072.5042,2.9911392,3353.656,9.202747,0,,,,,1749.8280804282258,0.002037908,433.147472864339,0.001669409,0.06704183,-0.09263936
3345.0298,9.197041,-0.0011853629,1501505,1749.8291440872567,433.1566782620237,3068.5745,7.8205776,1085.1566,2.999212,3345.0298,9.197041,0,,,,,1749.8291440872567,0.0020519102,433.1566782620237,0.0016848951,0.068441994,-0.08203153
3352.0803,9.2118,-0.0011853974,1501506,1749.8242874952966,433.1549086867906,3087.8044,7.8331275,1077.1273,2.9967196,3352.0803,9.2118,0,,,,,1749.8242874952966,0.0020323417,433.1549086867906,0.0016801932,0.056126352,-0.08144057
3327.74,9.187785,-0.0011854318,1501507,1749.8481354809167,433.14305420019315,3072.6082,7.8127074,1071.6675,2.9894514,3327.74,9.187785,0,,,,,1749.8481354809167,0.0020349238,433.14305420019315,0.0016773226,0.09583481,-0.105477005
3348.8743,9.214165,-0.0011854663,1501508,1749.8163132372053,433.1587704023074,3094.779,7.835139,1073.9647,2.9945326,3348.8743,9.214165,0,,,,,1749.8163132372053,0.0020330057,433.1587704023074,0.0016702061,0.051316775,-0.080366746
3336.943,9.199544,-0.0011855008,1501509,1749.8520413309477,433.15168368589775,3081.6597,7.8227057,1075.9219,2.991767,3336.943,9.199544,0,,,,,1749.8520413309477,0.0020301226,433.15168368589775,0.0016742675,0.10145228,-0.09085472
3332.4075,9.207132,-0.0011855352,1501510,1749.8065838262514,433.1538906949053,3089.6343,7.829159,1075.128,2.9942455,3332.4075,9.207132,0,,,,,1749.8065838262514,0.0020303773,433.1538906949053,0.0016707147,0.04113564,-0.08656077
